"id","producto","precio","hora_consulta","farmacia_corto","busqueda","farmacia","pais","product_name","quantity","unit","presentacion","num_prod"
7721,mircera jeringa prellenada 150mcg0.3ml,8945.50,"03:49:24 07/07/2023",farmacon,MIRCERA,farmacon,Mexico,mircera jeringa prellenada ,0.3,ml,,
7722,mircera jeringa prellenada 75mcg0.3ml,3950.00,"03:49:24 07/07/2023",farmacon,MIRCERA,farmacon,Mexico,mircera jeringa prellenada ,0.3,ml,,
7723,mircera solucion prel 1mgml 1 jga,11118.00,"03:49:24 07/07/2023",farmacon,MIRCERA,farmacon,Mexico,mircera solucion prel ,,,solucion,1
7724,pegasys solucion 180 mcg0.5 ml caja con 1 jeringa precargada  rx3,5533.00,"03:50:28 07/07/2023",farmalisto_mx,PEGASYS,farmalisto méxico,Mexico,pegasys solucion ,0.5,ml,solucion,180
7725,pegasys solucion 180 mcg0.5 ml caja con una jeringa precargada  rx3,5050.00,"03:50:28 07/07/2023",farmalisto_mx,PEGASYS,farmalisto méxico,Mexico,pegasys solucion ,0.5,ml,solucion,180
7726,pegasys inyeccion 1 pieza jeringa peginterferon alfa 2a 180 mcg,5533.00,"03:50:46 07/07/2023",fsanpablo,PEGASYS,farmacias san pablo,Mexico,pegasys inyeccion ,,,inyeccion,1
7727,pegasys inyeccion en pluma 1 pieza caja peginterferon alfa 2a 180 mcg,5533.00,"03:50:46 07/07/2023",fsanpablo,PEGASYS,farmacias san pablo,Mexico,pegasys inyeccion en pluma ,,,inyeccion,1
7728,pegasys 180mcg0.5ml jgp caja con 1,5533.00,"03:50:52 07/07/2023",fespecializadas,PEGASYS,farmacias especializadas,Mexico,pegasys ,0.5,ml,,1
7729,catcha max  trampas catcha max pega ratones la original 2 pzas.,34.00,"03:51:48 07/07/2023",fguadalajara,PEGASYS,farmacias guadalajara,Mexico,catcha max  trampas catcha max pega ratones la original ,,,,2
7730,kola loka  pegamento instantaneo kola loka en brocha 5 gr.,34.50,"03:51:48 07/07/2023",fguadalajara,PEGASYS,farmacias guadalajara,Mexico,kola loka  pegamento instantaneo kola loka en brocha ,,,,5
7731,nexcare  3m nexcare venditas impermeables transparentes 26mm x 57mm 15 pzas.,47.40,"03:51:48 07/07/2023",fguadalajara,PEGASYS,farmacias guadalajara,Mexico,nexcare  ,,,,15
7732,kotex  kotex maxi con alas 10 pzas.,32.00,"03:51:48 07/07/2023",fguadalajara,PEGASYS,farmacias guadalajara,Mexico,kotex  kotex maxi con alas ,,,,10
7733,kotex  kotex nocturna con alas 10 pzas.,26.00,"03:51:48 07/07/2023",fguadalajara,PEGASYS,farmacias guadalajara,Mexico,kotex  kotex nocturna con alas ,,,,10
7734,axion  lavatrastes axion limon liquido 1.1 l.,60.00,"03:51:48 07/07/2023",fguadalajara,PEGASYS,farmacias guadalajara,Mexico,axion  lavatrastes axion limon liquido ,,,,1
7735,nexcare  3m nexcare cinta transpore transparente 2.5cm x 9.1m 1 pz.,59.80,"03:51:48 07/07/2023",fguadalajara,PEGASYS,farmacias guadalajara,Mexico,nexcare  ,,,,1
7736,nexcare  3m nexcare cinta transpore transparente 5cm x 9.1m 1 pz.,83.80,"03:51:48 07/07/2023",fguadalajara,PEGASYS,farmacias guadalajara,Mexico,nexcare  ,,,,1
7737,scotchbrite  fibraesponja scotchbrite 1 pz.,37.50,"03:51:48 07/07/2023",fguadalajara,PEGASYS,farmacias guadalajara,Mexico,scotchbrite  fibraesponja scotchbrite ,,,,1
7738,kola loka  pegamento instantaneo kola loka goterito 3.5 gr.,26.00,"03:51:48 07/07/2023",fguadalajara,PEGASYS,farmacias guadalajara,Mexico,kola loka  pegamento instantaneo kola loka goterito ,,,,5
7739,kotex  kotex anatomica con alas 16 pzas.,28.50,"03:51:48 07/07/2023",fguadalajara,PEGASYS,farmacias guadalajara,Mexico,kotex  kotex anatomica con alas ,,,,16
7740,nexcare  3m nexcare venditas impermeables trasparentes codo y rodilla 6cm x 8.8cm 8 pzas.,73.00,"03:51:48 07/07/2023",fguadalajara,PEGASYS,farmacias guadalajara,Mexico,nexcare  ,,,,8
7741,kola loka  pegamento instantaneo kola loka aplicador de precision 2 gr.,26.00,"03:51:48 07/07/2023",fguadalajara,PEGASYS,farmacias guadalajara,Mexico,kola loka  pegamento instantaneo kola loka aplicador de precision ,,,,2
7742,kotex  kotex ultradelgada con alas 10 pzas.,22.50,"03:51:48 07/07/2023",fguadalajara,PEGASYS,farmacias guadalajara,Mexico,kotex  kotex ultradelgada con alas ,,,,10
7743,nexcare  3m nexcare venditas impermeables animales 12 pzas.,57.50,"03:51:48 07/07/2023",fguadalajara,PEGASYS,farmacias guadalajara,Mexico,nexcare  ,,,,12
7744,ajax  limpiador ajax cocina efectivo arrancagrasa 750 ml.,34.50,"03:51:48 07/07/2023",fguadalajara,PEGASYS,farmacias guadalajara,Mexico,ajax  limpiador ajax cocina efectivo arrancagrasa ,750.0,ml,,
7745,dospuntos  lapiz adhesivo dos puntos 11 gr.,14.00,"03:51:48 07/07/2023",fguadalajara,PEGASYS,farmacias guadalajara,Mexico,dospuntos  lapiz adhesivo dos puntos ,,,,11
7746,speed stick  antitranspirante speed stick stainguard en barra 50 gr.,47.00,"03:51:48 07/07/2023",fguadalajara,PEGASYS,farmacias guadalajara,Mexico,speed stick  antitranspirante speed stick stainguard en barra ,,,,50
7747,speed stick  antitranspirante speed stick 247 cool night en gel 85 gr.,80.50,"03:51:48 07/07/2023",fguadalajara,PEGASYS,farmacias guadalajara,Mexico,speed stick  antitranspirante speed stick ,,,,247
11242,incresina 25mg 14 tabs,617.00,"04:26:27 09/07/2023",farmacon,INCRESINA,farmacon,Mexico,incresina ,25.0,mg,tableta,14
7748,dove  antitranspirante dove dermo aclarant en aerosol 150 ml.,65.00,"03:51:48 07/07/2023",fguadalajara,PEGASYS,farmacias guadalajara,Mexico,dove  antitranspirante dove dermo aclarant en aerosol ,150.0,ml,solucion,
7749,perjeta caja con frasco ampula con 420 mg en 14 ml 30 mgml rx3,79270.00,"03:52:13 07/07/2023",farmalisto_mx,PERJETA,farmalisto méxico,Mexico,perjeta caja con frasco ampula con ,420.0,mg,,3
7750,perjeta inyeccion 1 pieza frasco ampula pertuzumab 420 mg,86013.50,"03:52:28 07/07/2023",fsanpablo,PERJETA,farmacias san pablo,Mexico,perjeta inyeccion ,420.0,mg,inyeccion,1
7751,perjetaherceptin inyeccion 2 piezas frasco ampula pertuzumab 420 mg trastuzumab 440 mg,113737.00,"03:52:28 07/07/2023",fsanpablo,PERJETA,farmacias san pablo,Mexico,perjetaherceptin inyeccion ,420.0,mg,inyeccion,2
7752,perjeta 420mg14ml 30mgml f a caja con 1,86014.00,"03:52:37 07/07/2023",fespecializadas,PERJETA,farmacias especializadas,Mexico,perjeta ,14.0,ml,,1
7753,aqua net  mousse para cabello aqua net  rizos perfectos 227 gr.,52.00,"03:53:38 07/07/2023",fguadalajara,PERJETA,farmacias guadalajara,Mexico,aqua net  mousse para cabello aqua net  rizos perfectos ,,,,227
7754,rexona  antitranspirante rexona tono perfecto en aerosol 150 ml.,61.00,"03:53:38 07/07/2023",fguadalajara,PERJETA,farmacias guadalajara,Mexico,rexona  antitranspirante rexona tono perfecto en aerosol ,150.0,ml,solucion,
7755,garnier  shampoo garnier fructis borrador de dano largo perfecto 650 ml.,49.90,"03:53:38 07/07/2023",fguadalajara,PERJETA,farmacias guadalajara,Mexico,garnier  shampoo garnier fructis borrador de dano largo perfecto ,650.0,ml,,
7756,aqua net  mousse para cabello aqua net  rizos perfectos 100 gr.,33.00,"03:53:38 07/07/2023",fguadalajara,PERJETA,farmacias guadalajara,Mexico,aqua net  mousse para cabello aqua net  rizos perfectos ,,,,100
7757,avene  avene mat perfect fluido fps 50 con color 50 ml.,464.99,"03:53:38 07/07/2023",fguadalajara,PERJETA,farmacias guadalajara,Mexico,avene  avene mat perfect fluido fps ,50.0,ml,,50
7758,herbal essences  espuma modeladora herbal essences ondas perfectas sauce 210 ml.,73.00,"03:53:38 07/07/2023",fguadalajara,PERJETA,farmacias guadalajara,Mexico,herbal essences  espuma modeladora herbal essences ondas perfectas sauce ,210.0,ml,,
7759,umbrella  emulsion umbrella perfect skin 50 tono claro 50 gr.,354.47,"03:53:38 07/07/2023",fguadalajara,PERJETA,farmacias guadalajara,Mexico,umbrella  emulsion umbrella perfect skin ,,,,50
7760,umbrella  emulsion umbrella perfect skin 50 tono oscuro 50 gr.,354.47,"03:53:38 07/07/2023",fguadalajara,PERJETA,farmacias guadalajara,Mexico,umbrella  emulsion umbrella perfect skin ,,,,50
7761,schick  maquinas perfiladoras schick intuition perfect finish 2 en 1 3 pzas.,52.00,"03:53:38 07/07/2023",fguadalajara,PERJETA,farmacias guadalajara,Mexico,schick  maquinas perfiladoras schick intuition perfect finish ,,,,2
7762,sedal  crema para peinar sedal cocreations liso perfecto 300 ml.,35.90,"03:53:38 07/07/2023",fguadalajara,PERJETA,farmacias guadalajara,Mexico,sedal  crema para peinar sedal cocreations liso perfecto ,300.0,ml,crema,
7763,pantene  espuma para rizos perfectos pantene prov rizos definidos 227 gr.,71.50,"03:53:38 07/07/2023",fguadalajara,PERJETA,farmacias guadalajara,Mexico,pantene  espuma para rizos perfectos pantene prov rizos definidos ,,,,227
7764,kinder  chocolate kinder con relleno a base de leche 21 gr.,11.50,"03:53:38 07/07/2023",fguadalajara,PERJETA,farmacias guadalajara,Mexico,kinder  chocolate kinder con relleno a base de leche ,,,,21
7765,zulka  azucar  stevia zulka balance 500 gr.,27.50,"03:53:38 07/07/2023",fguadalajara,PERJETA,farmacias guadalajara,Mexico,zulka  azucar  stevia zulka balance ,,,,500
7766,rocher  galleta cubierta con trocitos de avellanas y relleno cremoso ferrero rocher 8 pzas 100 gr.,90.50,"03:53:38 07/07/2023",fguadalajara,PERJETA,farmacias guadalajara,Mexico,rocher  galleta cubierta con trocitos de avellanas y relleno cremoso ferrero rocher ,,,,8
7767,kotex  kotex maxi con alas 10 pzas.,32.00,"03:53:38 07/07/2023",fguadalajara,PERJETA,farmacias guadalajara,Mexico,kotex  kotex maxi con alas ,,,,10
7768,saba  toallas femeninas saba buenas noches ultra invisible ultradelgada nocturna extralargas con alas 10 pzas.,35.00,"03:53:38 07/07/2023",fguadalajara,PERJETA,farmacias guadalajara,Mexico,saba  toallas femeninas saba buenas noches ultra invisible ultradelgada nocturna extralargas con alas ,,,,10
7769,sub z  subz 3 mg 30 tabletas sublinguales.,175.99,"03:53:38 07/07/2023",fguadalajara,PERJETA,farmacias guadalajara,Mexico,sub z  subz ,3.0,mg,tableta,30
7770,sub z  subz 5 mg 30 tabletas sublinguales.,285.92,"03:53:38 07/07/2023",fguadalajara,PERJETA,farmacias guadalajara,Mexico,sub z  subz ,5.0,mg,tableta,30
7771,air wick  air wick aromatizante de ambiente aroma magnolia  cherry blossom 2 pzas.,99.00,"03:53:38 07/07/2023",fguadalajara,PERJETA,farmacias guadalajara,Mexico,air wick  air wick aromatizante de ambiente aroma magnolia  cherry blossom ,,,,2
7772,good nites  ropa interior good nites grandeextra grande unisex 11 pzas.,193.50,"03:53:38 07/07/2023",fguadalajara,PERJETA,farmacias guadalajara,Mexico,good nites  ropa interior good nites grandeextra grande unisex ,,,,11
7773,zelboraf 240mg tab caja con 56,33500.00,"03:54:26 07/07/2023",fespecializadas,ZELBORAF,farmacias especializadas,Mexico,zelboraf ,240.0,mg,tableta,56
7774,xovluza 20 mg caja con 2 tabletas,958.00,"03:55:43 07/07/2023",farmalisto_mx,XOVLUZA,farmalisto méxico,Mexico,xovluza ,20.0,mg,tableta,2
7775,xovluza 40 mg caja con 2 tabletas,1110.00,"03:55:43 07/07/2023",farmalisto_mx,XOVLUZA,farmalisto méxico,Mexico,xovluza ,40.0,mg,tableta,2
7776,xovluza 2 tableta caja baloxavir marboxil 40 mg,1253.50,"03:56:01 07/07/2023",fsanpablo,XOVLUZA,farmacias san pablo,Mexico,xovluza ,40.0,mg,tableta,2
7777,xovluza 2 tabletas caja baloxavir marboxil 20 mg,986.00,"03:56:01 07/07/2023",fsanpablo,XOVLUZA,farmacias san pablo,Mexico,xovluza ,20.0,mg,tableta,2
7778,xovluza 20 mg tab caja con 2,1002.83,"03:56:12 07/07/2023",fespecializadas,XOVLUZA,farmacias especializadas,Mexico,xovluza ,20.0,mg,tableta,2
7779,xovluza 40 mg tab caja con 2,1226.17,"03:56:12 07/07/2023",fespecializadas,XOVLUZA,farmacias especializadas,Mexico,xovluza ,40.0,mg,tableta,2
7780,xovluza  xovluza 40 mg 2 tabletas.,1111.06,"03:57:05 07/07/2023",fguadalajara,XOVLUZA,farmacias guadalajara,Mexico,xovluza  xovluza ,40.0,mg,tableta,2
7781,xovluza  xovluza 20 mg 2 tabletas.,833.10,"03:57:05 07/07/2023",fguadalajara,XOVLUZA,farmacias guadalajara,Mexico,xovluza  xovluza ,20.0,mg,tableta,2
7782,polivy 1 solucion frasco ampula polatuzumab vedotina 140.0 mg,250000.00,"03:57:44 07/07/2023",fsanpablo,POLIVY,farmacias san pablo,Mexico,polivy ,140.0,mg,solucion,1
7783,polivy 140 mg sol iny fam caja con 1,250000.00,"03:57:53 07/07/2023",fespecializadas,POLIVY,farmacias especializadas,Mexico,polivy ,140.0,mg,solucion,1
7784,zuko  bebida en polvo zuko sabor jamaica 13 gr.,5.00,"03:58:59 07/07/2023",fguadalajara,POLIVY,farmacias guadalajara,Mexico,zuko  bebida en polvo zuko sabor jamaica ,,,,13
7785,zuko  bebida en polvo zuko sabor pina 13 gr.,5.00,"03:58:59 07/07/2023",fguadalajara,POLIVY,farmacias guadalajara,Mexico,zuko  bebida en polvo zuko sabor pina ,,,,13
7786,zuko  bebida en polvo zuko sabor mango 13 gr.,5.00,"03:58:59 07/07/2023",fguadalajara,POLIVY,farmacias guadalajara,Mexico,zuko  bebida en polvo zuko sabor mango ,,,,13
7787,zuko  bebida en polvo zuko sabor limon 13 gr.,5.00,"03:58:59 07/07/2023",fguadalajara,POLIVY,farmacias guadalajara,Mexico,zuko  bebida en polvo zuko sabor limon ,,,,13
7788,zuko  bebida en polvo zuko sabor naranja 13 gr.,5.00,"03:58:59 07/07/2023",fguadalajara,POLIVY,farmacias guadalajara,Mexico,zuko  bebida en polvo zuko sabor naranja ,,,,13
7789,zuko  bebida en polvo zuko sabor horchata 13 gr.,5.00,"03:58:59 07/07/2023",fguadalajara,POLIVY,farmacias guadalajara,Mexico,zuko  bebida en polvo zuko sabor horchata ,,,,13
7790,zuko  bebida en polvo zuko te helado sabor a limon 13 gr.,6.50,"03:58:59 07/07/2023",fguadalajara,POLIVY,farmacias guadalajara,Mexico,zuko  bebida en polvo zuko te helado sabor a limon ,,,,13
7791,tang  bebida en polvo tang sabor mango 13 gr.,5.50,"03:58:59 07/07/2023",fguadalajara,POLIVY,farmacias guadalajara,Mexico,tang  bebida en polvo tang sabor mango ,,,,13
7792,tang  bebida en polvo tang sabor fresa 13 gr.,5.50,"03:58:59 07/07/2023",fguadalajara,POLIVY,farmacias guadalajara,Mexico,tang  bebida en polvo tang sabor fresa ,,,,13
7793,tang  bebida en polvo tang sabor jamaica 13 gr.,5.50,"03:58:59 07/07/2023",fguadalajara,POLIVY,farmacias guadalajara,Mexico,tang  bebida en polvo tang sabor jamaica ,,,,13
7794,tang  bebida en polvo tang sabor pina 13 gr.,5.50,"03:58:59 07/07/2023",fguadalajara,POLIVY,farmacias guadalajara,Mexico,tang  bebida en polvo tang sabor pina ,,,,13
7795,tang  bebida en polvo tang sabor limon 13 gr.,5.50,"03:58:59 07/07/2023",fguadalajara,POLIVY,farmacias guadalajara,Mexico,tang  bebida en polvo tang sabor limon ,,,,13
7796,tang  bebida en polvo tang sabor uva 13 gr.,5.50,"03:58:59 07/07/2023",fguadalajara,POLIVY,farmacias guadalajara,Mexico,tang  bebida en polvo tang sabor uva ,,,,13
7797,tang  bebida en polvo tang sabor horchata 13 gr.,5.50,"03:58:59 07/07/2023",fguadalajara,POLIVY,farmacias guadalajara,Mexico,tang  bebida en polvo tang sabor horchata ,,,,13
7798,tang  bebida en polvo tang sabor naranja 13 gr.,5.50,"03:58:59 07/07/2023",fguadalajara,POLIVY,farmacias guadalajara,Mexico,tang  bebida en polvo tang sabor naranja ,,,,13
7799,tang  bebida en polvo tang sabor tamarindo 13 gr.,5.50,"03:58:59 07/07/2023",fguadalajara,POLIVY,farmacias guadalajara,Mexico,tang  bebida en polvo tang sabor tamarindo ,,,,13
7800,tang  bebida en polvo tang sabor guayaba 13 gr.,5.50,"03:58:59 07/07/2023",fguadalajara,POLIVY,farmacias guadalajara,Mexico,tang  bebida en polvo tang sabor guayaba ,,,,13
7801,tang  bebida en polvo tang te helado te negro limon 13 gr.,6.00,"03:58:59 07/07/2023",fguadalajara,POLIVY,farmacias guadalajara,Mexico,tang  bebida en polvo tang te helado te negro limon ,,,,13
7802,nestea  te negro soluble nestea sabor a limon 25 gr.,9.50,"03:58:59 07/07/2023",fguadalajara,POLIVY,farmacias guadalajara,Mexico,nestea  te negro soluble nestea sabor a limon ,,,solucion,25
7803,deliciosa  concentrado liquido deliciosa de tamarindo 700 ml.,52.50,"03:58:59 07/07/2023",fguadalajara,POLIVY,farmacias guadalajara,Mexico,deliciosa  concentrado liquido deliciosa de tamarindo ,700.0,ml,,
7804,jevtana solucion 60 mg  1.5 ml caja con frasco ampula,102372.50,"04:02:55 07/07/2023",farmalisto_mx,JEVTANA,farmalisto méxico,Mexico,jevtana solucion ,60.0,mg,solucion,
7805,jevtana 1.5 ml inyeccion frasco ampula cabazitaxel 60 mg,109578.00,"04:03:12 07/07/2023",fsanpablo,JEVTANA,farmacias san pablo,Mexico,jevtana ,1.5,ml,inyeccion,
7806,jevtana 60mg1.5ml f a caja con 1,109680.50,"04:03:17 07/07/2023",fespecializadas,JEVTANA,farmacias especializadas,Mexico,jevtana ,1.5,ml,,1
7807,lyxumia 10 mcg  .2 ml y 20 mcg  .2 ml caja con 2 cartuchos rx3,2540.00,"04:04:26 07/07/2023",farmalisto_mx,LYXUMIA,farmalisto méxico,Mexico,lyxumia ,2.0,ml,,10
7808,lyxumia 20 mcg  0.2 ml caja con 1 cartucho con 3 ml con 14 dosis rx3,1582.00,"04:04:26 07/07/2023",farmalisto_mx,LYXUMIA,farmalisto méxico,Mexico,lyxumia ,0.2,ml,,20
7809,emend 125 mg80 mg caja con 3 capsulas,2339.00,"04:06:14 07/07/2023",farmalisto_mx,EMEND,farmalisto méxico,Mexico,emend ,80.0,mg,capsula,3
7810,emend iv 150 mg. solucion inyectable frasco ampula  rx3,3357.00,"04:06:14 07/07/2023",farmalisto_mx,EMEND,farmalisto méxico,Mexico,emend iv ,150.0,mg,tableta,3
7811,emend 3 capsulas caja aprepitant 125 mg aprepitant 80 mg,2267.50,"04:06:30 07/07/2023",fsanpablo,EMEND,farmacias san pablo,Mexico,emend ,125.0,mg,capsula,3
7812,emend iv inyeccion 1 pieza frasco ampula fosaprepitant de dimeglumina 150 mg,3358.00,"04:06:30 07/07/2023",fsanpablo,EMEND,farmacias san pablo,Mexico,emend iv inyeccion ,150.0,mg,inyeccion,1
7813,emend 12580mg cap caja con 3,2267.41,"04:06:35 07/07/2023",fespecializadas,EMEND,farmacias especializadas,Mexico,emend ,12580.0,mg,capsula,3
7814,emend iv 150mg fam caja con 1,3359.44,"04:06:35 07/07/2023",fespecializadas,EMEND,farmacias especializadas,Mexico,emend iv ,150.0,mg,,1
7815,isentress 400 mg caja con frasco con 60 comprimidos,14970.00,"04:07:55 07/07/2023",farmalisto_mx,ISENTRESS,farmalisto méxico,Mexico,isentress ,400.0,mg,tableta,60
7816,isentress 60 comprimidos caja raltegravir potasico 400 mg,16682.50,"04:08:11 07/07/2023",fsanpablo,ISENTRESS,farmacias san pablo,Mexico,isentress ,400.0,mg,tableta,60
7817,isentress 60 comprimidos frasco raltegravir potasico 600 mg,15488.00,"04:08:11 07/07/2023",fsanpablo,ISENTRESS,farmacias san pablo,Mexico,isentress ,600.0,mg,tableta,60
7818,isentress 400 mg com caja con 60,16688.97,"04:08:17 07/07/2023",fespecializadas,ISENTRESS,farmacias especializadas,Mexico,isentress ,400.0,mg,tableta,60
7819,isentress 600 mg caja con omp caja con 60,15744.32,"04:08:17 07/07/2023",fespecializadas,ISENTRESS,farmacias especializadas,Mexico,isentress ,600.0,mg,,60
7820,janumet 50 mg caja con 56 comprimidos,1695.00,"04:09:24 07/07/2023",farmalisto_mx,JANUMET,farmalisto méxico,Mexico,janumet ,50.0,mg,tableta,56
7821,janumet 50  1000 mg caja con 56 comprimidos,1654.00,"04:09:24 07/07/2023",farmalisto_mx,JANUMET,farmalisto méxico,Mexico,janumet ,1000.0,mg,tableta,50
7822,janumet 50  850 mg caja con 56 comprimidos,1485.00,"04:09:24 07/07/2023",farmalisto_mx,JANUMET,farmalisto méxico,Mexico,janumet ,850.0,mg,tableta,50
7823,janumet 50 mg  850 mg caja con 28 comprimidos,864.00,"04:09:24 07/07/2023",farmalisto_mx,JANUMET,farmalisto méxico,Mexico,janumet ,50.0,mg,tableta,28
7824,janumet 50 mg  500 mg caja con 28 comprimidos,845.00,"04:09:24 07/07/2023",farmalisto_mx,JANUMET,farmalisto méxico,Mexico,janumet ,50.0,mg,tableta,28
7825,janumet xr 50  1000 mg frasco con 56 tabletas,1780.00,"04:09:24 07/07/2023",farmalisto_mx,JANUMET,farmalisto méxico,Mexico,janumet xr ,1000.0,mg,tableta,50
7826,janumet xr 100  1000 mg frasco con 28 tabletas,1478.00,"04:09:24 07/07/2023",farmalisto_mx,JANUMET,farmalisto méxico,Mexico,janumet xr ,1000.0,mg,tableta,100
7827,janumet xr 100 mg1000 mg con 14 tabletas,796.00,"04:09:24 07/07/2023",farmalisto_mx,JANUMET,farmalisto méxico,Mexico,janumet xr ,1000.0,mg,tableta,14
7828,janumet 56 comprimidos caja fosfato de sitagliptina 50 mg metformina 1000 mg,1692.00,"04:09:40 07/07/2023",fsanpablo,JANUMET,farmacias san pablo,Mexico,janumet ,50.0,mg,tableta,56
7829,janumet 56 comprimidos caja fosfato de sitagliptina 50 mg metformina 850 mg,1670.00,"04:09:40 07/07/2023",fsanpablo,JANUMET,farmacias san pablo,Mexico,janumet ,50.0,mg,tableta,56
7830,janumet 28 comprimidos caja fosfato de sitagliptina 50 mg metformina 850 mg,857.00,"04:09:40 07/07/2023",fsanpablo,JANUMET,farmacias san pablo,Mexico,janumet ,50.0,mg,tableta,28
7831,janumet 28 comprimidos caja fosfato de sitagliptina 50 mg metformina 500 mg,897.00,"04:09:40 07/07/2023",fsanpablo,JANUMET,farmacias san pablo,Mexico,janumet ,50.0,mg,tableta,28
7832,janumet 56 comprimidos caja fosfato de sitagliptina 50 mg metformina 500 mg,1717.00,"04:09:40 07/07/2023",fsanpablo,JANUMET,farmacias san pablo,Mexico,janumet ,50.0,mg,tableta,56
7833,janumet 501000mg com caja con 56,1694.58,"04:09:45 07/07/2023",fespecializadas,JANUMET,farmacias especializadas,Mexico,janumet ,501000.0,mg,tableta,56
7834,janumet 50500mg com caja con 28,898.51,"04:09:45 07/07/2023",fespecializadas,JANUMET,farmacias especializadas,Mexico,janumet ,50500.0,mg,tableta,28
7835,janumet 50500mg com caja con 56,1720.51,"04:09:45 07/07/2023",fespecializadas,JANUMET,farmacias especializadas,Mexico,janumet ,50500.0,mg,tableta,56
7836,janumet 50850mg com caja con 28,858.97,"04:09:45 07/07/2023",fespecializadas,JANUMET,farmacias especializadas,Mexico,janumet ,50850.0,mg,tableta,28
7837,janumet 50850mg com caja con 56,1673.47,"04:09:45 07/07/2023",fespecializadas,JANUMET,farmacias especializadas,Mexico,janumet ,50850.0,mg,tableta,56
7838,janumet xr 1001000mg tab caja con 14,800.45,"04:09:45 07/07/2023",fespecializadas,JANUMET,farmacias especializadas,Mexico,janumet xr ,1001000.0,mg,tableta,14
7839,janumet xr 1001000mg tab caja con 28,1545.01,"04:09:45 07/07/2023",fespecializadas,JANUMET,farmacias especializadas,Mexico,janumet xr ,1001000.0,mg,tableta,28
7840,janumet xr 501000mg tab caja con 56,1786.60,"04:09:45 07/07/2023",fespecializadas,JANUMET,farmacias especializadas,Mexico,janumet xr ,501000.0,mg,tableta,56
7841,janumet xr 100mg1000mg 28 tabs,1558.00,"04:10:03 07/07/2023",farmacon,JANUMET,farmacon,Mexico,janumet xr ,1000.0,mg,tableta,28
7842,janumet 50mg1000mg 56 comp,1673.50,"04:10:03 07/07/2023",farmacon,JANUMET,farmacon,Mexico,janumet ,1000.0,mg,tableta,56
7843,janumet 50mg500mg 56 comp,1662.00,"04:10:03 07/07/2023",farmacon,JANUMET,farmacon,Mexico,janumet ,500.0,mg,tableta,56
7844,janumet xr 50mg1000mg 56 tabs,1560.00,"04:10:03 07/07/2023",farmacon,JANUMET,farmacon,Mexico,janumet xr ,1000.0,mg,tableta,56
7845,janumet xr 100mg1000mg,815.00,"04:10:03 07/07/2023",farmacon,JANUMET,farmacon,Mexico,janumet xr ,1000.0,mg,,
7846,janumet 50mg500mg 28 comp,818.00,"04:10:03 07/07/2023",farmacon,JANUMET,farmacon,Mexico,janumet ,500.0,mg,tableta,28
7847,janumet 50mg850mg 56 comp,1635.50,"04:10:03 07/07/2023",farmacon,JANUMET,farmacon,Mexico,janumet ,850.0,mg,tableta,56
7848,janumet 50mg850mg 28 comp,804.00,"04:10:03 07/07/2023",farmacon,JANUMET,farmacon,Mexico,janumet ,850.0,mg,tableta,28
7849,janumet  janumet xr 100mg1000mg 28 tabletas.,1447.07,"04:10:43 07/07/2023",fguadalajara,JANUMET,farmacias guadalajara,Mexico,janumet  janumet xr ,1000.0,mg,tableta,28
7850,janumet  janumet xr 100mg1000mg 14 tabletas.,744.36,"04:10:43 07/07/2023",fguadalajara,JANUMET,farmacias guadalajara,Mexico,janumet  janumet xr ,1000.0,mg,tableta,14
7851,janumet  janumet xr 50mg1000mg 56 tabletas.,1447.07,"04:10:43 07/07/2023",fguadalajara,JANUMET,farmacias guadalajara,Mexico,janumet  janumet xr ,1000.0,mg,tableta,56
7852,janumet  janumet 50mg850mg 28 comprimidos.,779.59,"04:10:43 07/07/2023",fguadalajara,JANUMET,farmacias guadalajara,Mexico,janumet  janumet ,850.0,mg,tableta,28
7853,janumet  janumet 50mg1000mg 56 comprimidos.,1552.24,"04:10:43 07/07/2023",fguadalajara,JANUMET,farmacias guadalajara,Mexico,janumet  janumet ,1000.0,mg,tableta,56
7854,janumet  janumet 50mg500mg 56 comprimidos.,1553.48,"04:10:43 07/07/2023",fguadalajara,JANUMET,farmacias guadalajara,Mexico,janumet  janumet ,500.0,mg,tableta,56
7855,janumet  janumet 50mg850mg 56 comprimidos.,1488.49,"04:10:43 07/07/2023",fguadalajara,JANUMET,farmacias guadalajara,Mexico,janumet  janumet ,850.0,mg,tableta,56
7856,janumet  janumet 50mg500mg 28 comprimidos.,793.69,"04:10:43 07/07/2023",fguadalajara,JANUMET,farmacias guadalajara,Mexico,janumet  janumet ,500.0,mg,tableta,28
7857,janumet xr 50  1000 mg frasco con 56 tabletas,1780.00,"04:11:13 07/07/2023",farmalisto_mx,JANUMET XR,farmalisto méxico,Mexico,janumet xr ,1000.0,mg,tableta,50
7858,janumet xr 100  1000 mg frasco con 28 tabletas,1478.00,"04:11:13 07/07/2023",farmalisto_mx,JANUMET XR,farmalisto méxico,Mexico,janumet xr ,1000.0,mg,tableta,100
7859,janumet xr 100 mg1000 mg con 14 tabletas,796.00,"04:11:13 07/07/2023",farmalisto_mx,JANUMET XR,farmalisto méxico,Mexico,janumet xr ,1000.0,mg,tableta,14
