"id","producto","precio","hora_consulta","farmacia_corto","busqueda","farmacia","pais","product_name","quantity","unit","presentacion","num_prod"
14529,sindis tab 1020mgtab btx28 4x7 blister opaalupvcalu,259.65,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,sindis tab,1020.0,mg,tableta,28
14530,sindis tab 1040mgtab btx28 4x7 blister opaalupvcalu,274.31,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,sindis tab,1040.0,mg,tableta,28
14531,rozor f.c.tab 1010mgtab btx30 blist 3x10 tabs en blisters opaalpvcal,366.93,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,rozor f.c.tab,1010.0,mg,tableta,30
14681,vytorin 1020mg com caja con 14,885.01,"15:52:00 20/07/2023",fespecializadas,"ezetimiba, simvastatina",farmacias especializadas,Mexico,vytorin,1020.0,mg,tableta,14
14532,rozor f.c.tab 2010mgtab btx30 blist 3x10 tabs en blisters opaalpvcal,477.97,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,rozor f.c.tab,2010.0,mg,tableta,30
14533,delipid tab 10mgtab btx30 tabs opaalpvcal blisters,357.92,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,delipid tab,10.0,mg,tableta,30
14534,zetidem tab 1010mgtab btx30 comprimidos en blister opaalupvcalu,449.23,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zetidem tab,1010.0,mg,tableta,30
14535,zetidem tab 1020mgtab btx30 comprimidos en blister opaalupvcalu,278.07,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zetidem tab,1020.0,mg,tableta,30
14536,zetidem tab 1040mgtab btx30 comprimidos en blister opaalupvcalu,293.47,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zetidem tab,1040.0,mg,tableta,30
14537,olufsent tab 10mgtab btx30 comprimidos en blister pvcpvdcal,357.92,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,olufsent tab,10.0,mg,tableta,30
14538,cholzet caps 1010mgcap btx30 cabinas en blister opaalpvcal,353.41,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,cholzet caps,1010.0,mg,capsula,30
14539,cholzet caps 1020mgcap btx30 cabinas en blister opaalpvcal,364.87,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,cholzet caps,1020.0,mg,capsula,30
14540,cholzet caps 1040mgcap btx30 cabinas en blister opaalpvcal,390.04,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,cholzet caps,1040.0,mg,capsula,30
14541,tapones lipocomb 1010mgcap btx30 blist 3x10 opaalpvcal blist,393.43,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,tapones lipocomb,1010.0,mg,tableta,30
14542,tapones lipocomb 2010mgcap btx30 blist 3x10 opaalpvcal blist,418.04,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,tapones lipocomb,2010.0,mg,tableta,30
14543,javipren tab 1010mgtab btx30 comprimidos en blister opaalpvcal,449.23,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,javipren tab,1010.0,mg,tableta,30
14544,javipren tab 1020mgtab btx30 comprimidos en blister opaalpvcal,414.66,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,javipren tab,1020.0,mg,tableta,30
14545,javipren tab 1040mgtab btx30 comprimidos en blister opaalpvcal,437.20,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,javipren tab,1040.0,mg,tableta,30
14546,lipopen f.c.tab 1010mgtab btx30 comprimidos en blisters opaalupvcalu,417.10,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,lipopen f.c.tab,1010.0,mg,tableta,30
14547,lipopen f.c.tab 2010mgtab btx30 comprimidos en blisters opaalupvcalu,489.25,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,lipopen f.c.tab,2010.0,mg,tableta,30
14548,lipopen f.c.tab 4010mgtab btx30 comprimidos en blisters opaalupvcalu,548.43,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,lipopen f.c.tab,4010.0,mg,tableta,30
14549,lipopen f.c.tab 510mgtab btx30 comprimidos en blisters opaalupvcalu,410.71,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,lipopen f.c.tab,510.0,mg,tableta,30
14550,ezetimibesimvastatingenepharm tab 1010mgtab btx28 tabs en blister alopaal,368.81,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezetimibesimvastatingenepharm tab,1010.0,mg,tableta,28
14551,ezetimibesimvastatingenepharm tab 1020mgtab btx28 tabs en blister alopaal,259.65,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezetimibesimvastatingenepharm tab,1020.0,mg,tableta,28
14552,ezetimibesimvastatingenepharm tab 1040mgtab btx28 tabs en blister alopaal,274.31,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezetimibesimvastatingenepharm tab,1040.0,mg,tableta,28
14553,ezetimibemylan tab 10mgtab btx 14 blisters pelables de lamina de aluminio de pvc  pvdc,151.06,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezetimibemylan tab,10.0,mg,tableta,14
14554,ezetimibemylan tab 10mgtab btx 30 blisteres despegables de lamina de aluminio de pvc  pvdc,357.92,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezetimibemylan tab,10.0,mg,tableta,30
14555,ezetimibemylan tab 10mgtab btx14 blisteres de lamina de aluminio pvcpvdc,179.24,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezetimibemylan tab,10.0,mg,tableta,14
14556,ezetimibemylan tab 10mgtab btx30 blisteres de lamina de aluminio pvcpvdc,357.92,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezetimibemylan tab,10.0,mg,tableta,30
14557,ezefrilheremco tab 10mgtab btx30 blisteres de pvcpvdcaluminio,357.92,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezefrilheremco tab,10.0,mg,tableta,30
14558,compichol tab 1010mgtab btx30 comprimidos en blisters paalpvcal,169.66,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,compichol tab,1010.0,mg,tableta,30
14559,compichol tab 2010mgtab btx30 comprimidos en blisters paalpvcal,173.60,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,compichol tab,2010.0,mg,tableta,30
14560,compichol tab 510mgtab btx30 comprimidos en blisters paalpvcal,162.52,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,compichol tab,510.0,mg,tableta,30
14561,rosuvastatinezetimibeiasis f.c.tab 1010mgtab bt x 30 f.c.tab en blister opaalpvcal,417.10,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,rosuvastatinezetimibeiasis f.c.tab,1010.0,mg,tableta,30
14562,rosuvastatinezetimibeiasis f.c.tab 2010mgtab bt x 30 f.c.tab en blister opaalpvcal,489.25,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,rosuvastatinezetimibeiasis f.c.tab,2010.0,mg,tableta,30
14563,rosuvastatinezetimibeiasis f.c.tab 4010mgtab bt x 30 f.c.tab en blister opaalpvcal,548.43,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,rosuvastatinezetimibeiasis f.c.tab,4010.0,mg,tableta,30
14564,rosuvastatinezetimibeiasis f.c.tab 510mgtab bt x 30 f.c.tab en blister opaalpvcal,410.71,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,rosuvastatinezetimibeiasis f.c.tab,510.0,mg,tableta,30
14565,zertya tab 10mgtab btx 30 comprimidos en blister opaaluminiopvc foil push through,357.92,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zertya tab,10.0,mg,tableta,30
14566,zesimvia tab 1010 mgtab btx30 tabs blisters opaalupvcalu,449.23,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zesimvia tab,,mg,tableta,30
14567,zesimvia tab 1020 mgtab btx30 tabs blisters opaalupvcalu,414.66,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zesimvia tab,,mg,tableta,30
14568,zesimvia tab 1040 mgtab btx30 tabs blisters opaalupvcalu,437.20,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zesimvia tab,,mg,tableta,30
14569,zonylia f.c.tab 1010mgtab bt x 30 tabs en blisters opaalpvcal,422.36,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zonylia f.c.tab,1010.0,mg,tableta,30
14570,zonylia f.c.tab 1020mgtab bt x 30 tabs en blisters opaalpvcal,440.40,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zonylia f.c.tab,1020.0,mg,tableta,30
14571,zonylia f.c.tab 1040mgtab bt x 30 tabs en blisters opaalpvcal,476.28,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zonylia f.c.tab,1040.0,mg,tableta,30
14572,rustez f.c.tab 1010mgtab bt x 30 tabs en blisters opaalpvcal,417.10,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,rustez f.c.tab,1010.0,mg,tableta,30
14573,rustez f.c.tab 2010mgtab bt x 30 tabs en blisters opaalpvcal,489.25,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,rustez f.c.tab,2010.0,mg,tableta,30
14574,rustez f.c.tab 4010mgtab bt x 30 tabs en blisters opaalpvcal,548.43,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,rustez f.c.tab,4010.0,mg,tableta,30
14575,rustez f.c.tab 510mgtab bt x 30 tabs en blisters opaalpvcal,410.71,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,rustez f.c.tab,510.0,mg,tableta,30
14576,zetrataks tab 10mgtab btx14 comprimidos en blister paalupvcalu,198.97,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zetrataks tab,10.0,mg,tableta,14
14577,zetrataks tab 10mgtab btx28 comprimidos en blister paalupvcalu,334.06,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zetrataks tab,10.0,mg,tableta,28
14578,zetrataks tab 10mgtab btx30 comprimidos en blister paalupvcalu,357.92,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zetrataks tab,10.0,mg,tableta,30
14579,ezegros tab 10mgtab bt x 14 tabs en blister paalpvcal,179.24,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezegros tab,10.0,mg,tableta,14
14580,ezegros tab 10mgtab bt x 20 tabs en blister paalpvcal,256.46,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezegros tab,10.0,mg,tableta,20
14581,ezegros tab 10mgtab bt x 28 tabs en blister paalpvcal,334.06,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezegros tab,10.0,mg,tableta,28
14582,ezegros tab 10mgtab bt x 30 tabs en blister paalpvcal,357.92,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezegros tab,10.0,mg,tableta,30
14583,cildar plus tab 1010mgtab btx28 opaalpvcal blister,419.17,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,cildar plus tab,1010.0,mg,tableta,28
14584,cildar plus tab 1020mgtab btx28 opaalpvcal blister,399.63,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,cildar plus tab,1020.0,mg,tableta,28
14585,cildar plus tab 1040mgtab btx28 opaalpvcal blister,421.61,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,cildar plus tab,1040.0,mg,tableta,28
14586,cildar tab 10mgtab bt x28 opaalupvc simple empujar a traves de blister de aluminio,334.06,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,cildar tab,10.0,mg,tableta,28
14587,ezetimibesimvastatinmylan tab 1010mgtab btx28 x 1 comprimidos en blister dosis unitaria,379.71,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezetimibesimvastatinmylan tab,1010.0,mg,tableta,28
14588,ezetimibesimvastatinmylan tab 1020mgtab btx28 x 1 comprimidos pvcpvdcalu blisterdosis unitaria,319.59,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezetimibesimvastatinmylan tab,1020.0,mg,tableta,28
14589,ezetimibesimvastatinmylan tab 1040mgtab btx28 x 1 comprimidos pvcpvdcalu blisterdosis unitaria,337.44,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezetimibesimvastatinmylan tab,1040.0,mg,tableta,28
14590,ezetrol tab 10mgtab btx14 1x14 blist  2 x 7 blisters de presion y 2 x 7 blisters de presion,232.60,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezetrol tab,10.0,mg,tableta,14
14591,inegy tab 1010mgtab btx28 blist 2x14 blisteres de presion blisteres de presion,567.22,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,inegy tab,1010.0,mg,tableta,28
14592,inegy tab 1020mgtab btx28 blist 2x14 blisteres de presion blisteres de presion,399.63,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,inegy tab,1020.0,mg,tableta,28
14593,inegy tab 1040mgtab btx28 blist 2x14 blisteres de presion blisteres de presion,421.61,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,inegy tab,1040.0,mg,tableta,28
14594,liptruzet f.c.tab 1010mgtab btx30 3 blisters aluminioaluminio opaalpvc x10,703.24,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,liptruzet f.c.tab,1010.0,mg,tableta,30
15098,tableta de 250mg,879.71,"16:21:49 20/07/2023",pharmeasy,gefitinib,pharmeasy,India,tableta de,250.0,mg,tableta,
14595,liptruzet f.c.tab 1020mgtab btx30 3 blisters aluminioaluminio opaalpvc x10,671.87,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,liptruzet f.c.tab,1020.0,mg,tableta,30
14596,liptruzet f.c.tab 1040mgtab btx30 3 blisters aluminioaluminio opaalpvc x10,666.42,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,liptruzet f.c.tab,1040.0,mg,tableta,30
14597,ezetimibeatorvastatinrafarm tab 1010mgtab btx30 tabs en blisters opaalupvcalu,696.48,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezetimibeatorvastatinrafarm tab,1010.0,mg,tableta,30
14598,ezetimibeatorvastatinrafarm tab 1020mgtab btx30 tabs en blisters opaalupvcalu,561.39,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezetimibeatorvastatinrafarm tab,1020.0,mg,tableta,30
14599,ezetimibeatorvastatinrafarm tab 1040mgtab btx30 tabs en blisters opaalupvcalu,606.67,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezetimibeatorvastatinrafarm tab,1040.0,mg,tableta,30
14600,zetiraf tab 10mgtab btx28 comprimidos en blisters pvcpvdcalu,334.06,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zetiraf tab,10.0,mg,tableta,28
14601,quver tab 10mgtab btx30 en blisteres de pvcpctfelamina de aluminio,357.92,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,quver tab,10.0,mg,tableta,30
14602,quver tab 10mgtab btx30 en blisteres de pvcpvdclamina de aluminio,357.92,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,quver tab,10.0,mg,tableta,30
14603,ezetimibesandoz tab 10mgtab btx30 blister alal,357.92,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezetimibesandoz tab,10.0,mg,tableta,30
14604,ezetimibesimvastatinsandoz tab 1010mgtab btx30 tabs en blister opaalupvcalu,449.23,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezetimibesimvastatinsandoz tab,1010.0,mg,tableta,30
14605,ezetimibesimvastatinsandoz tab 1020mgtab btx30 tabs en blister opaalupvcalu,414.66,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezetimibesimvastatinsandoz tab,1020.0,mg,tableta,30
14606,ezetimibesimvastatinsandoz tab 1040mgtab btx30 tabs en blister opaalupvcalu,437.20,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezetimibesimvastatinsandoz tab,1040.0,mg,tableta,30
14607,zenon f.c.tab 1010mgtab btx1x30 tab en blister opaalpvcal caja de carton,363.36,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zenon f.c.tab,1010.0,mg,tableta,30
14608,zenon f.c.tab 1020mgtab btx1x30 tab en blister opaalpvcal caja de carton,403.20,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zenon f.c.tab,1020.0,mg,tableta,30
14609,zenon f.c.tab 1040mgtab btx1x30 tab en blister opaalpvcal caja de carton,425.93,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zenon f.c.tab,1040.0,mg,tableta,30
14610,erezel tab 10mgtab btx30 comprimidos en blister de pvcpvdclamina de aluminio,357.92,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,erezel tab,10.0,mg,tableta,30
14611,simvezor tab 1010mgtab btx28 comprimidos en blister alopaal,419.17,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,simvezor tab,1010.0,mg,tableta,28
14612,simvezor tab 1010mgtab btx30 comprimidos en blister alopaal,449.23,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,simvezor tab,1010.0,mg,tableta,30
14613,simvezor tab 1020mgtab btx28 comprimidos en blister alopaal,319.59,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,simvezor tab,1020.0,mg,tableta,28
14614,simvezor tab 1020mgtab btx30 comprimidos en blister alopaal,278.07,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,simvezor tab,1020.0,mg,tableta,30
14615,simvezor tab 1040mgtab btx28 comprimidos en blister alopaal,337.44,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,simvezor tab,1040.0,mg,tableta,28
14616,simvezor tab 1040mgtab btx30 comprimidos en blister alopaal,293.47,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,simvezor tab,1040.0,mg,tableta,30
14617,mibezet tab 10mgtab btx30 comprimidos en blisters pvcpctfealuminio,357.92,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,mibezet tab,10.0,mg,tableta,30
14618,mibezet tab 10mgtab btx30 comprimidos en blister pvcpvdclamina de aluminio,357.92,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,mibezet tab,10.0,mg,tableta,30
14619,zateven tab 1010mgtab btx30 comprimidos en blister opaalpvc,680.32,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zateven tab,1010.0,mg,tableta,30
14620,zateven tab 2010mgtab btx30 comprimidos en blister opaalpvc,561.39,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zateven tab,2010.0,mg,tableta,30
14621,zateven tab 4010mgtab btx30 comprimidos en blister opaalpvc,606.67,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zateven tab,4010.0,mg,tableta,30
14622,zetivasim tab 1010mgtab bt x 30 tabs en blister pvcaluminioopaaluminio,449.23,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zetivasim tab,1010.0,mg,tableta,30
14623,zetivasim tab 1020mgtab bt x 30 tabs en blister pvcaluminioopaaluminio,278.07,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zetivasim tab,1020.0,mg,tableta,30
14624,zetivasim tab 1040mgtab bt x 30 tabs en blister pvcaluminioopaaluminio,293.47,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,zetivasim tab,1040.0,mg,tableta,30
14625,ezetimibevelka tab 10mgtab btx30 tabs en blister de pvcpvdc sellado con papel de aluminio,357.92,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,ezetimibevelka tab,10.0,mg,tableta,30
14626,rosuvastatinezetimibevelka f.c.tab 1010mgtab bt x 30 tabs en blisters opaalpvcal,417.10,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,rosuvastatinezetimibevelka f.c.tab,1010.0,mg,tableta,30
14627,rosuvastatinezetimibevelka f.c.tab 2010mgtab bt x 30 tabs en blisters opaalpvcal,489.25,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,rosuvastatinezetimibevelka f.c.tab,2010.0,mg,tableta,30
14628,rosuvastatinezetimibevelka f.c.tab 4010mgtab bt x 30 tabs en blisters opaalpvcal,548.43,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,rosuvastatinezetimibevelka f.c.tab,4010.0,mg,tableta,30
14629,rosuvastatinezetimibevelka f.c.tab 510mgtab bt x 30 tabs en blisters opaalpvcal,410.71,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,rosuvastatinezetimibevelka f.c.tab,510.0,mg,tableta,30
14630,vasitimb tab 1010mgtab btx28 blisters opaalupvcalu,419.17,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,vasitimb tab,1010.0,mg,tableta,28
14631,vasitimb tab 1010mgtab btx30 blisters opaalupvcalu,449.23,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,vasitimb tab,1010.0,mg,tableta,30
14632,vasitimb tab 1020mgtab btx28 blisters opaalupvcalu,399.63,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,vasitimb tab,1020.0,mg,tableta,28
14633,vasitimb tab 1020mgtab btx30 blisters opaalupvcalu,278.07,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,vasitimb tab,1020.0,mg,tableta,30
14634,vasitimb tab 1040mgtab btx28 blisters opaalupvcalu,421.61,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,vasitimb tab,1040.0,mg,tableta,28
14635,vasitimb tab 1040mgtab btx30 blisters opaalupvcalu,293.47,"15:50:35 20/07/2023",minsalgr,ezetimiba,ministerio salud grecia,Grecia,vasitimb tab,1040.0,mg,tableta,30
14636,extrotan 10 mg10 mg capsulas duras,463.13,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,extrotan,10.0,mg,capsula,
14637,extrotan 20 mg10 mg capsulas duras,465.01,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,extrotan,20.0,mg,capsula,
14638,extrotan 40 mg10 mg capsulas duras,468.58,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,extrotan,40.0,mg,capsula,
14639,ezetimiba accord 10 mg comprimidos,310.76,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,ezetimiba accord,10.0,mg,tableta,
14640,ezetimiba elvim 10 mg comprimidos,310.76,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,ezetimiba elvim,10.0,mg,tableta,
14642,rosazimib 10 mg10 mg comprimidos recubiertos con pelicula,241.99,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,rosazimib,10.0,mg,tableta,
14643,rosazimib 15 mg10 mg comprimidos recubiertos con pelicula,396.81,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,rosazimib,15.0,mg,tableta,
14644,rosazimib 20 mg10 mg comprimidos recubiertos con pelicula,269.24,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,rosazimib,20.0,mg,tableta,
14645,rosazimib 40 mg10 mg comprimidos recubiertos con pelicula,326.16,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,rosazimib,40.0,mg,tableta,
14646,rosulip 10 mg10 mg capsulas duras,871.59,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,rosulip,10.0,mg,capsula,
14647,rosulip 20 mg10 mg capsulas duras,1164.87,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,rosulip,20.0,mg,capsula,
14648,rosulip plus 10 mg  10 mg capsulas duras,480.23,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,rosulip plus,10.0,mg,capsula,
14649,rosulip plus 20 mg  10 mg capsulas duras,527.39,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,rosulip plus,20.0,mg,capsula,
14650,rosuvastatinaezetimiba teva 10 mg10 mg comprimidos recubiertos con pelicula,230.91,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,rosuvastatinaezetimiba teva,10.0,mg,tableta,
14651,rosuvastatinaezetimiba teva 20 mg10 mg comprimidos recubiertos con pelicula,256.46,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,rosuvastatinaezetimiba teva,20.0,mg,tableta,
14652,rozesta 10 mg10 mg comprimidos recubiertos con pelicula,241.99,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,rozesta,10.0,mg,tableta,
14653,rozesta 20 mg10 mg comprimidos recubiertos con pelicula,269.24,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,rozesta,20.0,mg,tableta,
14654,rozesta 40 mg10 mg comprimidos recubiertos con pelicula,510.48,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,rozesta,40.0,mg,tableta,
14655,torzelip 10 mg10 mg comprimidos,384.97,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,torzelip,10.0,mg,tableta,
14656,torzelip 10 mg20 mg comprimidos,389.86,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,torzelip,10.0,mg,tableta,
14657,torzelip 10 mg40 mg comprimidos,413.91,"15:51:03 20/07/2023",zva,ezetimiba,agencia de medicamentos de letonia,Letonia,torzelip,10.0,mg,tableta,
