id,producto,precio,hora_consulta,farmacia_corto,busqueda,farmacia,pais,product_name,quantity,unit,presentacion,num_prod,atc,coincidencia,marca,den_gen,distancia
15343,gliclazida 60 mg com lib prol ct bl al pvdc bco leit x 30,182.99,20/07/2023 16:37,avisa,gliclazida,agencia nacional de vigilancia sanitaria brasil,Brasil,gliclazida,60.0,mg,tableta,30.0,A10,,,,
15344,gliclazida 60 mg com lib prol ct bl al pvdc bco leit x 60,366.05,20/07/2023 16:37,avisa,gliclazida,agencia nacional de vigilancia sanitaria brasil,Brasil,gliclazida,60.0,mg,tableta,60.0,A10,,,,
15353,Genï¿½rico pharlab gliclazida 60mg con 30 pastillas de liberaciï¿½n prolon,130.19,20/07/2023 16:37,araujo,gliclazida,farmacias araujo,Brasil,Genï¿½rico pharlab gliclazi,60.0,mg,tableta,30.0,A10,,,,
15359,gliclazida 60mg generico legrand 30 pastillas de liberacion prolongada,130.19,20/07/2023 16:37,araujo,gliclazida,farmacias araujo,Brasil,gliclazida,60.0,mg,tableta,30.0,A10,,,,
15369,kit 2 gliclazida 60mg pharlab generico con 30 pastillas de liberacion prolongada,260.38,20/07/2023 16:37,araujo,gliclazida,farmacias araujo,Brasil,kit,60.0,mg,tableta,2.0,A10,,,,
15370,kit 3 gliclazida 60mg pharlab generico con 30 pastillas de liberacion prolongada,390.58,20/07/2023 16:37,araujo,gliclazida,farmacias araujo,Brasil,kit,60.0,mg,tableta,3.0,A10,,,,
15380,gliclazida actavis 60 mg comprimidos de liberacion modificada,298.63,20/07/2023 16:38,zva,gliclazida,agencia de medicamentos de letonia,Letonia,gliclazida actavis,60.0,mg,tableta,,A10,,,,
15381,gliclazida mr servier 60 mg comprimidos de liberacion modificada,75.41,20/07/2023 16:38,zva,gliclazida,agencia de medicamentos de letonia,Letonia,gliclazida mr servier,60.0,mg,tableta,,A10,,,,
15382,gliclazida zentiva 30 mg comprimidos de liberacion modificada,111.33,20/07/2023 16:38,zva,gliclazida,agencia de medicamentos de letonia,Letonia,gliclazida zentiva,30.0,mg,tableta,,A10,,,,
15383,gliclazida zentiva 60 mg comprimidos de liberacion modificada,75.41,20/07/2023 16:38,zva,gliclazida,agencia de medicamentos de letonia,Letonia,gliclazida zentiva,60.0,mg,tableta,,A10,,,,
15582,hidroclorotiazida 25 mg aurax 20 tabletas caja,48.5,20/07/2023 16:59,fsanpablo,hidroclorotiazida,farmacias san pablo,Mexico,hidroclorotiazida,25.0,mg,tableta,20.0,C03,,,,
15583,telmisartan 80.0 mg hidroclorotiazida 12.5 mg aurax 28 tabletas caja,468.0,20/07/2023 16:59,fsanpablo,hidroclorotiazida,farmacias san pablo,Mexico,telmisartan,80.0,mg,tableta,28.0,C03,,,,
15584,telmisartan 80.0 mg hidroclorotiazida 12.5 mg aurax 14 tabletas frasco,325.5,20/07/2023 16:59,fsanpablo,hidroclorotiazida,farmacias san pablo,Mexico,telmisartan,80.0,mg,tableta,14.0,C03,,,,
15585,telmisartan 80.0 mg hidroclorotiazida 12.5 mg aurax 14 tabletas caja,325.5,20/07/2023 16:59,fsanpablo,hidroclorotiazida,farmacias san pablo,Mexico,telmisartan,80.0,mg,tableta,14.0,C03,,,,
15586,irbesartan 150 mg hidroclorotiazida 12.5 mg aurax 28 tabletas caja,298.0,20/07/2023 16:59,fsanpablo,hidroclorotiazida,farmacias san pablo,Mexico,irbesartan,150.0,mg,tableta,28.0,C03,,,,
15587,hidroclorotiazida ge 25 mg 20 tab,28.01,20/07/2023 16:59,fespecializadas,hidroclorotiazida,farmacias especializadas,Mexico,hidroclorotiazida ge,25.0,mg,tableta,20.0,C03,,,,
15588,losartan  hidroclorotiazida 50  12.5 mg tab  caja con 30,188.02,20/07/2023 16:59,fespecializadas,hidroclorotiazida,farmacias especializadas,Mexico,losartan  hidroclorotiazida,12.5,mg,tableta,50.0,C03,,,,
15589,olmesartan  hidroclorotiazida 40 mg 12.5 mg tab caja con 28,231.03,20/07/2023 16:59,fespecializadas,hidroclorotiazida,farmacias especializadas,Mexico,olmesartan  hidroclorotiazida,40.0,mg,tableta,28.0,C03,,,,
15673,yza hidroclorotiazida 25mg 20 tabs,89.0,20/07/2023 17:00,farmacon,hidroclorotiazida,farmacon,Mexico,yza hidroclorotiazida,25.0,mg,tableta,20.0,C03,,,,
15675,yza losartanhidroclorotiazida 12.5mg,107.0,20/07/2023 17:00,farmacon,hidroclorotiazida,farmacon,Mexico,yza losartanhidroclorotiazida,12.5,mg,,,C03,,,,
15690,hidroclorotiazida,336.75,20/07/2023 17:02,pchecker,hidroclorotiazida,canadianpharmacystore.com,Canada,hidroclorotiazida,12.0,mg,tableta,100.0,C03,,,,
15691,hidroclorotiazida,656.83,20/07/2023 17:02,pchecker,hidroclorotiazida,canadianpharmacystore.com,Canada,hidroclorotiazida,12.0,mg,tableta,200.0,C03,,,,
15692,hidroclorotiazida,421.15,20/07/2023 17:02,pchecker,hidroclorotiazida,canadianprescriptiondrugstore.com/,Canada,hidroclorotiazida,12.0,mg,QTY,100.0,C03,,,,
15693,hidroclorotiazida,202.99,20/07/2023 17:02,pchecker,hidroclorotiazida,discountcanadadrugs.com/,Canada,hidroclorotiazida,12.0,mg,tableta,100.0,C03,,,,
15694,hidroclorotiazida,405.99,20/07/2023 17:02,pchecker,hidroclorotiazida,discountcanadadrugs.com/,Canada,hidroclorotiazida,12.0,mg,tableta,200.0,C03,,,,
15695,hidroclorotiazida,157.34,20/07/2023 17:02,pchecker,hidroclorotiazida,medsengage.com,Canada,hidroclorotiazida,12.0,mg,tableta,60.0,C03,,,,
15696,hidroclorotiazida,196.76,20/07/2023 17:02,pchecker,hidroclorotiazida,medsengage.com,Canada,hidroclorotiazida,12.0,mg,tableta,90.0,C03,,,,
15697,hidroclorotiazida,161.72,20/07/2023 17:02,pchecker,hidroclorotiazida,offshorecheapmeds.com,Canada,hidroclorotiazida,12.0,mg,tableta,60.0,C03,,,,
15698,hidroclorotiazida,185.14,20/07/2023 17:02,pchecker,hidroclorotiazida,offshorecheapmeds.com,Canada,hidroclorotiazida,12.0,mg,tableta,90.0,C03,,,,
15699,hidroclorotiazida,370.61,20/07/2023 17:02,pchecker,hidroclorotiazida,pricepropharmacy.com/,Canada,hidroclorotiazida,12.0,mg,tableta,100.0,C03,,,,
15700,hidroclorotiazida,176.88,20/07/2023 17:02,pchecker,hidroclorotiazida,spfpharmacy.com,Canada,hidroclorotiazida,12.0,mg,tableta,10.0,C03,,,,
15701,hidroclorotiazida,176.88,20/07/2023 17:02,pchecker,hidroclorotiazida,spfpharmacy.com,Canada,hidroclorotiazida,12.0,mg,tableta,30.0,C03,,,,
15732,hidroclorotiazida tabletas 25mg caja x 30,21.31,20/07/2023 17:03,cruzverde,hidroclorotiazida,cruz verde,Colombia,hidroclorotiazida tabletas,25.0,mg,tableta,30.0,C03,,,,
15734,hidroclorotiazida tabletas 12.5mg caja x 30,27.43,20/07/2023 17:03,cruzverde,hidroclorotiazida,cruz verde,Colombia,hidroclorotiazida tabletas,12.5,mg,tableta,30.0,C03,,,,
15738,hidroclorotiazida 12.5 mg tableta tecnoquimicas,27.22,20/07/2023 17:03,colsubsidio,hidroclorotiazida,droguerías colsubsidio,Colombia,hidroclorotiazida,12.5,mg,tableta,30.0,C03,,,,
15739,hidroclorotiazida 25 mg tableta la sante,6.54,20/07/2023 17:03,colsubsidio,hidroclorotiazida,droguerías colsubsidio,Colombia,hidroclorotiazida,25.0,mg,tableta,30.0,C03,,,,
15740,hidroclorotiazida 25 mg tableta tecnoquimicas,23.21,20/07/2023 17:03,colsubsidio,hidroclorotiazida,droguerías colsubsidio,Colombia,hidroclorotiazida,25.0,mg,tableta,30.0,C03,,,,
15741,hidroclorotiazida 25 mg tableta genfar,6.4,20/07/2023 17:03,colsubsidio,hidroclorotiazida,droguerías colsubsidio,Colombia,hidroclorotiazida,25.0,mg,tableta,30.0,C03,,,,
15742,hidroclorotiazida 25 mg tableta tecnoquimicas,25.15,20/07/2023 17:03,colsubsidio,hidroclorotiazida,droguerías colsubsidio,Colombia,hidroclorotiazida,25.0,mg,tableta,300.0,C03,,,,
15743,caja  hidroclorotiazida 25 mg tableta tecnoquimicas,251.54,20/07/2023 17:03,colsubsidio,hidroclorotiazida,droguerías colsubsidio,Colombia,caja  hidroclorotiazida,25.0,mg,tableta,300.0,C03,,,,
15744,valsartan 80mg hidroclorotiazida 12.5mg capsula dura,116.06,20/07/2023 17:03,colsubsidio,hidroclorotiazida,droguerías colsubsidio,Colombia,valsartan,80.0,mg,capsula,30.0,C03,,,,
15745,caja  hidroclorotiazida 25 mg tableta genfar,19.2,20/07/2023 17:03,colsubsidio,hidroclorotiazida,droguerías colsubsidio,Colombia,caja  hidroclorotiazida,25.0,mg,tableta,30.0,C03,,,,
15746,irbesartan 150 mg  hidroclorotiazida 12.5 mg tableta tecnoquimicas,58.24,20/07/2023 17:03,colsubsidio,hidroclorotiazida,droguerías colsubsidio,Colombia,irbesartan,150.0,mg,tableta,14.0,C03,,,,
15747,caja  hidroclorotiazida 25 mg tableta la sante,19.63,20/07/2023 17:03,colsubsidio,hidroclorotiazida,droguerías colsubsidio,Colombia,caja  hidroclorotiazida,25.0,mg,tableta,30.0,C03,,,,
15763,candesartana cilexetilahidroclorotiazida 8 mg  125 mg com ct bl al plas trans x 30,361.79,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,candesartana cilexetilahidroclorotiazida,8.0,mg,tableta,30.0,C03,,,,
15764,candesartana cilexetilahidroclorotiazida 8 mg  125 mg com ct bl al plas trans x 60,723.75,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,candesartana cilexetilahidroclorotiazida,8.0,mg,tableta,60.0,C03,,,,
15765,candesartana cilexetilahidroclorotiazida 16 mg  125 mg com ct bl al plas trans x 30,361.79,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,candesartana cilexetilahidroclorotiazida,16.0,mg,tableta,30.0,C03,,,,
15766,candesartana cilexetilahidroclorotiazida 16 mg  125 mg com ct bl al plas trans x 60,723.75,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,candesartana cilexetilahidroclorotiazida,16.0,mg,tableta,60.0,C03,,,,
15774,losartana potassica  hidroclorotiazida 50 mg  125 mg com rev ct bl al plas opc x 30,182.71,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,losartana potassica  hidroclorotiazida,50.0,mg,tableta,30.0,C03,,,,
15775,losartana potassica  hidroclorotiazida 100 mg  25 mg com rev ct bl al plas opc x 30,301.35,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,losartana potassica  hidroclorotiazida,100.0,mg,tableta,30.0,C03,,,,
15776,irbesartana hidroclorotiazida 150 mg  125 mg com ct bl al plas trans x 30,398.79,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,irbesartana hidroclorotiazida,150.0,mg,tableta,30.0,C03,,,,
15777,irbesartana hidroclorotiazida 300 mg  125 mg com ct bl al plas trans x 30,398.79,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,irbesartana hidroclorotiazida,300.0,mg,tableta,30.0,C03,,,,
15787,olmesartana medoxomila  hidroclorotiazida 20 mg  125 mg com rev ct bl alal x 30,168.78,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomila  hidroclorotiazida,20.0,mg,tableta,30.0,C03,,,,
15788,olmesartana medoxomila  hidroclorotiazida 40 mg  125 mg com rev ct bl alal x 30,192.27,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomila  hidroclorotiazida,40.0,mg,tableta,30.0,C03,,,,
15789,olmesartana medoxomila  hidroclorotiazida 40 mg  25 mg com rev ct bl alal x 30,192.27,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomila  hidroclorotiazida,40.0,mg,tableta,30.0,C03,,,,
15798,losartana potassicahidroclorotiazida 50 mg  125 mg com rev ct bl al plas opc x 30,121.22,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,losartana potassicahidroclorotiazida,50.0,mg,tableta,30.0,C03,,,,
15799,candesartana cilexetilahidroclorotiazida 16 mg  125 mg com ct bl al al x 30,281.27,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,candesartana cilexetilahidroclorotiazida,16.0,mg,tableta,30.0,C03,,,,
15800,valsartanahidroclorotiazidabesilato de anlodipino 160001250500 mg com rev ct bl al al x 28,353.2,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartanahidroclorotiazidabesilato de anlodipino,160000000000.0,mg,tableta,28.0,C03,,,,
15801,valsartanahidroclorotiazidabesilato de anlodipino 160002500500 mg com rev ct bl al al x 28,353.2,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartanahidroclorotiazidabesilato de anlodipino,160000000000.0,mg,tableta,28.0,C03,,,,
15802,valsartanahidroclorotiazidabesilato de anlodipino 3200025001000 mg com rev ct bl al al x 28,415.89,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartanahidroclorotiazidabesilato de anlodipino,3200000000000.0,mg,tableta,28.0,C03,,,,
15828,maleato de enalapril  hidroclorotiazida 10 mg  25 mg com ct bl al al x 30,159.31,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,maleato de enalapril  hidroclorotiazida,10.0,mg,tableta,30.0,C03,,,,
15829,cloridrato de amilorida  hidroclorotiazida 5 mg  50 mg com ct bl al plas leitoso x 30,64.97,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,cloridrato de amilorida  hidroclorotiazida,5.0,mg,tableta,30.0,C03,,,,
15830,cloridrato de amilorida  hidroclorotiazida 25 mg  25 mg com ct bl al plas opc x 30,38.87,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,cloridrato de amilorida  hidroclorotiazida,25.0,mg,tableta,30.0,C03,,,,
15831,maleato de enalapril  hidroclorotiazida 20 mg  125 mg com ct bl al al x 30,271.74,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,maleato de enalapril  hidroclorotiazida,20.0,mg,tableta,30.0,C03,,,,
15832,losartana potassica  hidroclorotiazida 100 mg  25 mg com rev ct bl al plas opc x 30,414.8,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,losartana potassica  hidroclorotiazida,100.0,mg,tableta,30.0,C03,,,,
15833,losartana potassica  hidroclorotiazida 50 mg  125 mg com rev ct bl al plas opc x 30,262.56,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,losartana potassica  hidroclorotiazida,50.0,mg,tableta,30.0,C03,,,,
15834,hidroclorotiazida 25 mg com ct bl al plas opc x 30,26.45,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,hidroclorotiazida,25.0,mg,tableta,30.0,C03,,,,
15835,hidroclorotiazida 50 mg com ct bl al plas opc x 20,27.23,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,hidroclorotiazida,50.0,mg,tableta,20.0,C03,,,,
15836,valsartanahidroclorotiazida 80 mg  125 mg com rev ct bl al al x 30,410.86,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartanahidroclorotiazida,80.0,mg,tableta,30.0,C03,,,,
15837,valsartanahidroclorotiazida 320 mg  25 mg com rev ct bl al al x 30,472.77,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartanahidroclorotiazida,320.0,mg,tableta,30.0,C03,,,,
15838,valsartanahidroclorotiazida 160 mg  25 mg com rev ct bl al al x 30,472.77,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartanahidroclorotiazida,160.0,mg,tableta,30.0,C03,,,,
15839,valsartanahidroclorotiazida 160 mg  125 mg com rev ct bl al al x 30,410.86,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartanahidroclorotiazida,160.0,mg,tableta,30.0,C03,,,,
15840,valsartanahidroclorotiazida 320 mg  125 mg com rev ct bl al al x 30,410.86,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartanahidroclorotiazida,320.0,mg,tableta,30.0,C03,,,,
15841,candesartana cilexetilahidroclorotiazida 8 mg  125 mg com ct bl al plas opc x 30,362.03,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,candesartana cilexetilahidroclorotiazida,8.0,mg,tableta,30.0,C03,,,,
15842,candesartana cilexetilahidroclorotiazida 16 mg  125 mg  com ct bl al plas opc x 30,377.05,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,candesartana cilexetilahidroclorotiazida,16.0,mg,tableta,30.0,C03,,,,
15843,telmisartanahidroclorotiazida 400  125 mg com ct bl al al x 30,398.12,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,telmisartanahidroclorotiazida,125.0,mg,tableta,400.0,C03,,,,
15844,telmisartanahidroclorotiazida 800  125 mg com ct bl al al x 30,444.42,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,telmisartanahidroclorotiazida,125.0,mg,tableta,800.0,C03,,,,
15845,olmesartana medoxomilahidroclorotiazida 20  125 mg com rev ct bl al al x 10,56.25,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,125.0,mg,tableta,20.0,C03,,,,
15846,olmesartana medoxomilahidroclorotiazida 20  125 mg com rev ct bl al al x 20,112.53,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,125.0,mg,tableta,20.0,C03,,,,
15847,olmesartana medoxomilahidroclorotiazida 20  125 mg com rev ct bl al al x 30,168.78,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,125.0,mg,tableta,20.0,C03,,,,
15848,olmesartana medoxomilahidroclorotiazida 20  125 mg com rev ct bl al al x 60,337.45,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,125.0,mg,tableta,20.0,C03,,,,
15849,olmesartana medoxomilahidroclorotiazida 40  125 mg com rev ct bl al al x 10,64.13,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,125.0,mg,tableta,40.0,C03,,,,
15850,olmesartana medoxomilahidroclorotiazida 40  125 mg com rev ct bl al al x 20,128.18,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,125.0,mg,tableta,40.0,C03,,,,
15851,olmesartana medoxomilahidroclorotiazida 40  125 mg com rev ct bl al al x 30,192.34,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,125.0,mg,tableta,40.0,C03,,,,
15852,olmesartana medoxomilahidroclorotiazida 40  125 mg com rev ct bl al al x 60,384.51,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,125.0,mg,tableta,40.0,C03,,,,
15853,olmesartana medoxomilahidroclorotiazida 40  25 mg com rev ct bl al al x 10,64.13,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,25.0,mg,tableta,40.0,C03,,,,
15854,olmesartana medoxomilahidroclorotiazida 40  25 mg com rev ct bl al al x 20,128.15,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,25.0,mg,tableta,40.0,C03,,,,
15855,olmesartana medoxomilahidroclorotiazida 40  25 mg com rev ct bl al al x 30,192.27,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,25.0,mg,tableta,40.0,C03,,,,
15856,olmesartana medoxomilahidroclorotiazida 40  25 mg com rev ct bl al al x 60,384.41,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,olmesartana medoxomilahidroclorotiazida,25.0,mg,tableta,40.0,C03,,,,
15879,hidroclorotiazida 25 mg com ct bl al plas inc x 30,26.59,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,hidroclorotiazida,25.0,mg,tableta,30.0,C03,,,,
15880,hidroclorotiazida 50 mg com ct bl al plas inc x 30,41.44,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,hidroclorotiazida,50.0,mg,tableta,30.0,C03,,,,
15881,maleato de enalapril  hidroclorotiazida 20 mg  1250 mg com ct env al poliet x 30,162.02,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,maleato de enalapril  hidroclorotiazida,20.0,mg,tableta,30.0,C03,,,,
15882,maleato de enalapril  hidroclorotiazida 10 mg  25 mg com ct env al poliet x 30,106.51,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,maleato de enalapril  hidroclorotiazida,10.0,mg,tableta,30.0,C03,,,,
15883,losartana potassica  hidroclorotiazida 500  125 mg com rev ct bl al plas pvcpvdc trans x 30,137.33,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,losartana potassica  hidroclorotiazida,125.0,mg,tableta,500.0,C03,,,,
15884,losartana potassica  hidroclorotiazida 1000  250 mg com rev ct bl al plas pvcpvdc trans x 30,215.28,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,losartana potassica  hidroclorotiazida,250.0,mg,tableta,1000.0,C03,,,,
15903,hidroclorotiazida 25 mg com ct bl al plas pvc trans x 30,14.84,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,hidroclorotiazida,25.0,mg,tableta,30.0,C03,,,,
15906,valsartana  hidroclorotiazida 80  125 com rev ct bl alal x 30,410.61,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartana  hidroclorotiazida,,,tableta,80.0,C03,,,,
15907,valsartana  hidroclorotiazida 160  125 com rev ct bl alal x 30,410.61,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartana  hidroclorotiazida,,,tableta,160.0,C03,,,,
15908,valsartana  hidroclorotiazida 160 mg  25 mg com rev ct bl alal x 30,472.49,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartana  hidroclorotiazida,160.0,mg,tableta,30.0,C03,,,,
15909,valsartana  hidroclorotiazida 320  125 com rev ct bl alal x 30,410.61,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartana  hidroclorotiazida,,,tableta,320.0,C03,,,,
15910,valsartana  hidroclorotiazida 320  25 com rev ct bl alal x 30,472.49,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartana  hidroclorotiazida,,,tableta,320.0,C03,,,,
15911,telmisartana  hidroclorotiazida 400  125 mg com ct bl al al x 14,194.67,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,telmisartana  hidroclorotiazida,125.0,mg,tableta,400.0,C03,,,,
15912,telmisartana  hidroclorotiazida 400  125 mg com ct bl al al x 28,389.33,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,telmisartana  hidroclorotiazida,125.0,mg,tableta,400.0,C03,,,,
15913,telmisartana  hidroclorotiazida 400  125 mg com ct bl al al x 30,417.15,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,telmisartana  hidroclorotiazida,125.0,mg,tableta,400.0,C03,,,,
15914,telmisartana  hidroclorotiazida 800  125 mg com ct bl al al x 14,220.98,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,telmisartana  hidroclorotiazida,125.0,mg,tableta,800.0,C03,,,,
15915,telmisartana  hidroclorotiazida 800  125 mg com ct bl al al x 28,441.88,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,telmisartana  hidroclorotiazida,125.0,mg,tableta,800.0,C03,,,,
15916,telmisartana  hidroclorotiazida 800  125 mg com ct bl al al x 30,473.44,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,telmisartana  hidroclorotiazida,125.0,mg,tableta,800.0,C03,,,,
15917,telmisartana  hidroclorotiazida 800  250 mg com ct bl al al x 10,148.16,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,telmisartana  hidroclorotiazida,250.0,mg,tableta,800.0,C03,,,,
15918,telmisartana  hidroclorotiazida 800  250 mg com ct bl al al x 14,207.4,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,telmisartana  hidroclorotiazida,250.0,mg,tableta,800.0,C03,,,,
15919,telmisartana  hidroclorotiazida 800  250 mg com ct bl al al x 20,296.36,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,telmisartana  hidroclorotiazida,250.0,mg,tableta,800.0,C03,,,,
15920,telmisartana  hidroclorotiazida 800  250 mg com ct bl al al x 28,414.87,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,telmisartana  hidroclorotiazida,250.0,mg,tableta,800.0,C03,,,,
15921,telmisartana  hidroclorotiazida 800  250 mg com ct bl al al x 30,444.52,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,telmisartana  hidroclorotiazida,250.0,mg,tableta,800.0,C03,,,,
15942,valsartanahidroclorotiazida 80 mg  125 mg com rev ct bl alal x 30,293.33,20/07/2023 17:03,avisa,hidroclorotiazida,agencia nacional de vigilancia sanitaria brasil,Brasil,valsartanahidroclorotiazida,80.0,mg,tableta,30.0,C03,,,,
