id,producto,precio,hora_consulta,farmacia_corto,busqueda,farmacia,pais,product_name,quantity,unit,presentacion,num_prod,atc,coincidencia
15002,fenobrate tapones 160mgcap bt x 30 blisters alupvc alupvc,86.88,20/07/2023 16:06,minsalgr,fenofibrato,ministerio salud grecia,Grecia,fenobrate tapones,160.0,mg,capsula,30.0,C10,0
15003,lipidil nt f.c.tab 145mgtab btx30 blist 3x10,124.3,20/07/2023 16:06,minsalgr,fenofibrato,ministerio salud grecia,Grecia,lipidil nt f.c.tab,145.0,mg,tableta,30.0,C10,0
15004,pravafenix tapones 40160mgtap botella hdpe x30,300.89,20/07/2023 16:06,minsalgr,fenofibrato,ministerio salud grecia,Grecia,pravafenix tapones,40160.0,mg,,30.0,C10,0
15005,cholib f.c.tab 14520mgtab btx30 en blister alualu en blister alualu,189.94,20/07/2023 16:06,minsalgr,fenofibrato,ministerio salud grecia,Grecia,cholib f.c.tab,14520.0,mg,tableta,30.0,C10,0
15006,cholib f.c.tab 14540mgtab btx30 en blister alualu en blister alualu,229.05,20/07/2023 16:06,minsalgr,fenofibrato,ministerio salud grecia,Grecia,cholib f.c.tab,14540.0,mg,tableta,30.0,C10,0
15007,lipantilo 200 mg capsulas duras,291.3,20/07/2023 16:06,zva,fenofibrato,agencia de medicamentos de letonia,Letonia,lipantilo,200.0,mg,capsula,,C10,0
15008,lipantyl 200m capsulas de 200 mg,289.42,20/07/2023 16:06,zva,fenofibrato,agencia de medicamentos de letonia,Letonia,lipantyl,200.0,mg,capsula,,C10,0
15009,lipantyl 200m capsulas de 200 mg,290.92,20/07/2023 16:06,zva,fenofibrato,agencia de medicamentos de letonia,Letonia,lipantyl,200.0,mg,capsula,,C10,0
14750,controliptrilipix 45 mg caja con 30 capsulas,694.28,20/07/2023 15:56,farmalisto_mx,fenofibrato de colina,farmalisto méxico,Mexico,controliptrilipix,45.0,mg,capsula,30.0,C10,0
14751,controlip trilipix 135 mg caja con 15 capsulas,794.02,20/07/2023 15:56,farmalisto_mx,fenofibrato de colina,farmalisto méxico,Mexico,controlip trilipix,135.0,mg,capsula,15.0,C10,0
14752,controlip trilipix 135 mg caja con 30 capsulas,1383.93,20/07/2023 15:56,farmalisto_mx,fenofibrato de colina,farmalisto méxico,Mexico,controlip trilipix,135.0,mg,capsula,30.0,C10,0
14753,fenofibrato 160 mg aurax 30 capsulas caja,338.0,20/07/2023 15:56,fsanpablo,fenofibrato de colina,farmacias san pablo,Mexico,fenofibrato,160.0,mg,capsula,30.0,C10,0
14754,gummies minions vitaminas y minerales suplemento alimenticio 60 goma frasco colina 38 mg,138.0,20/07/2023 15:56,fsanpablo,fenofibrato de colina,farmacias san pablo,Mexico,gummies minions vitaminas y minerales suplemento alimenticio,38.0,mg,,60.0,C10,0
14755,kal b complex con salvado de arroz 60 tableta frasco tiamina 8.5 mg,179.0,20/07/2023 15:56,fsanpablo,fenofibrato de colina,farmacias san pablo,Mexico,kal b complex con salvado de arroz,8.5,mg,tableta,60.0,C10,0
14756,pregestimil premium para bebes de 0 a 12 meses 454 g lata,728.5,20/07/2023 15:56,fsanpablo,fenofibrato de colina,farmacias san pablo,Mexico,pregestimil premium para bebes de,,,,0.0,C10,0
14757,controlip 15 capsulas caja fenofibrato 160 mg,712.0,20/07/2023 15:56,fsanpablo,fenofibrato de colina,farmacias san pablo,Mexico,controlip,160.0,mg,capsula,15.0,C10,0
14758,controlip trilipix 135mg cap caja con 15,797.61,20/07/2023 15:56,fespecializadas,fenofibrato de colina,farmacias especializadas,Mexico,controlip trilipix,135.0,mg,capsula,15.0,C10,0
14759,controlip trilipix 135mg cap caja con 30,1261.55,20/07/2023 15:56,fespecializadas,fenofibrato de colina,farmacias especializadas,Mexico,controlip trilipix,135.0,mg,capsula,30.0,C10,0
14760,controlip trilipix 45mg cap caja con 30,685.67,20/07/2023 15:56,fespecializadas,fenofibrato de colina,farmacias especializadas,Mexico,controlip trilipix,45.0,mg,capsula,30.0,C10,0
14761,panbio covid19 antigen self test prueba de flujo lateral de diagnostico de coronavirus,160.42,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,panbio covid,,,,19.0,C10,0
14762,bolsas de almacenamiento de leche materna medela  25 und,317.46,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,bolsas de almacenamiento de leche materna medela,,,,25.0,C10,0
14763,fenovas capsulas blandas 20 mg 135 mg caja x 30,1418.0,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,fenovas capsulas blandas,20.0,mg,capsula,30.0,C10,0
14764,stafen 13510 mg caja x 30 capsulas,1231.76,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,stafen,13510.0,mg,capsula,30.0,C10,0
14765,stafen 13520 mg caja x 30,1261.39,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,stafen,13520.0,mg,,30.0,C10,0
14766,producto de prueba,0.42,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,producto de prueba,,,,,C10,0
14767,renew  power 180 g caja plegadiza con 30 unid de 6 g.,486.78,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,renew  power,,,,180.0,C10,0
14768,analizador prueba de coagulacion  coaguchek xs,6562.18,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,analizador prueba de coagulacion  coaguchek xs,,,,,C10,0
14769,piloskin biotina champu anticaida de uso diario,236.62,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,piloskin biotina champu anticaida de uso diario,,,ampolleta,,C10,0
14770,extractor manual de leche materna medela  1 und,1095.88,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,extractor manual de leche materna medela,,,,1.0,C10,0
14771,enterex espesante de alimentos en polvo  227 grs,198.94,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,enterex espesante de alimentos en polvo,,,,227.0,C10,0
14772,nulytely 10 sobres de 105 g,871.97,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,nulytely,,,sobre,10.0,C10,0
14773,inhalador facial de vapor electrico ref v1200 6 vv1,613.76,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,inhalador facial de vapor electrico ref v,,,,1200.0,C10,0
14774,humidificador sin filtro vick de vapor frio uni ref v4600v1,1837.05,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,humidificador sin filtro vick de vapor frio uni ref v,,,,1.0,C10,0
14775,cinta para prueba de coagulacion coaguchek xs  24 und,1955.57,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,cinta para prueba de coagulacion coaguchek xs,,,,24.0,C10,0
14776,retiage contorno de ojos 15 ml,633.23,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,retiage contorno de ojos,15.0,ml,,,C10,0
14777,humidificador ultra silencioso vick de vapor frio uni ref v5100ns vv1,2150.29,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,humidificador ultra silencioso vick de vapor frio uni ref v,,,,1.0,C10,0
14778,humidificador de vapor frio vick noche estrellada uni ref v3700 vv1,2167.22,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,humidificador de vapor frio vick noche estrellada uni ref v,,,,3700.0,C10,0
14779,tensiometro digital de brazo as  35 h,486.78,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,tensiometro digital de brazo as,,,,35.0,C10,0
14780,theracann crema corporal a base de cannabidiol,549.85,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,theracann crema corporal a base de cannabidiol,,,crema,,C10,0
14781,pulsoximetro de curva pediatrico y adulto  spo2 pantalla oled,389.0,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,pulsoximetro de curva pediatrico y adulto  spo,,,,2.0,C10,0
14782,savvy great day limonada de coco  180 grs,300.53,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,savvy great day limonada de coco,,,,180.0,C10,0
14783,humificador de vapor frio vick galon uni ref v3900,2057.16,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,humificador de vapor frio vick galon uni ref v,,,,3900.0,C10,0
14784,prowhey net vainilla  868 g,605.3,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,prowhey net vainilla,,,,868.0,C10,0
14785,prowhey net vainilla  434 g,321.7,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,prowhey net vainilla,,,,434.0,C10,0
14786,aposito para heridas y quemaduras medihoney  1 und,457.15,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,aposito para heridas y quemaduras medihoney,,,,1.0,C10,0
14787,sensor spo2 pulsoximetro oso pediatrico.,516.41,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,sensor spo,,,,2.0,C10,0
14788,sensor spo2 pulsoximetro rana pediatrico,516.41,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,sensor spo,,,,2.0,C10,0
14789,pediasure fresa  polvo x 400 gr,167.2,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,pediasure fresa  polvo x,,,,400.0,C10,0
14790,abintra polvo  sobre 27 grs,148.15,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,abintra polvo  sobre,,,sobre,27.0,C10,0
14791,aposito para heridas y quemaduras medihoney  1 und,499.48,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,aposito para heridas y quemaduras medihoney,,,,1.0,C10,0
14792,pediasure vainilla polvo por  900 gr,323.81,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,pediasure vainilla polvo por,,,,900.0,C10,0
14793,abintra polvo caja 30 sobres,4118.56,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,abintra polvo caja,,,sobre,30.0,C10,0
14794,prowhey renal cronico sabor vainilla caramelo  378 grs,491.01,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,prowhey renal cronico sabor vainilla caramelo,,,,378.0,C10,0
14795,prowhey dm sabor vainilla  850 grs,596.83,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,prowhey dm sabor vainilla,,,,850.0,C10,0
14796,savvy bone broth power salted power  560 grs,770.38,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,savvy bone broth power salted power,,,,560.0,C10,0
14797,prowhey oncare sabor vainilla  400 grs,440.22,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,prowhey oncare sabor vainilla,,,,400.0,C10,0
14798,proteinex polvo  275 grs,355.56,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,proteinex polvo,,,,275.0,C10,0
14799,veggie powder salty 625g,711.12,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,veggie powder salty,,,,,C10,0
14800,bascula digital,309.0,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,bascula digital,,,,,C10,0
14801,oximetro para adulto md 300,571.43,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,oximetro para adulto md,,,,300.0,C10,0
14802,veggie power proteina sabor vainilla 308g,372.49,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,veggie power proteina sabor vainilla,,,,,C10,0
14803,nebulizador portatil estandar  mediair,605.3,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,nebulizador portatil estandar  mediair,,,,,C10,0
14804,bascula con conectividad smartphone  hasta 180 kg,659.9,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,bascula con conectividad smartphone  hasta,,,,180.0,C10,0
14805,pediasure polvo vainilla  400 grs,154.92,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,pediasure polvo vainilla,,,,400.0,C10,0
14806,bone broth power salado 280 g,402.12,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,bone broth power salado,,,,280.0,C10,0
14807,vaporizador vick pediatrico ref v105sgl,491.01,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,vaporizador vick pediatrico ref v,,,,,C10,0
14808,alphamix sabor pina next wave labs  300 grs,499.48,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,alphamix sabor pina next wave labs,,,,300.0,C10,0
14809,bone broth power caramelo 280 g,423.28,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,bone broth power caramelo,,,,280.0,C10,0
14810,prowhey kalori vainilla   460 g,334.39,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,prowhey kalori vainilla,,,,460.0,C10,0
14811,eucerin aquaphor pomada reparadora,279.37,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,eucerin aquaphor pomada reparadora,,,,,C10,0
14812,recharge limon y sandia caja x 20 sobres,431.75,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,recharge limon y sandia caja x,,,sobre,20.0,C10,0
14813,veggie powder chocolate 630 g,719.58,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,veggie powder chocolate,,,,630.0,C10,0
14814,sunstop plus spf 50 fco x 60 ml,444.45,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,sunstop plus spf,60.0,ml,,50.0,C10,0
14815,naturale vaporizador facial,135.45,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,naturale vaporizador facial,,,,,C10,0
14816,relvar ellipta 20025mcg 1x30d inhalador 30 dosis,532.92,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,relvar ellipta,,,,30.0,C10,0
14817,vaporizador vicks vapor tibio capacidad 1.5 galon uni ref v150sgnl,677.26,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,vaporizador vicks vapor tibio capacidad,,,capsula,5.0,C10,0
14818,vaporiza vick  naturale mentol euca.130ml,351.33,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,vaporiza vick  naturale mentol euca.,130.0,ml,,,C10,0
14819,pilofast 280 ml,338.63,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,pilofast,280.0,ml,,,C10,0
14820,foster 1006 mcg solucion para inhalacion,626.46,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,foster,,,solucion,1.0,C10,0
14821,prowhey trr sabor vainilla  336 grs,258.2,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,prowhey trr sabor vainilla,,,,336.0,C10,0
14822,ketosteril caja con 20 tabletas,131.22,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,ketosteril caja con,,,tableta,20.0,C10,0
14823,glutapak 10 polvo en sobre con 15 gr,146.03,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,glutapak,,,sobre,10.0,C10,0
14824,glutapak r polvo  sobre 15 grs,207.41,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,glutapak r polvo  sobre,,,sobre,15.0,C10,0
14825,almohadilla repuesto vapopads sin agua con esencia a mentol x 6 uni ref vsp 19,922.76,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,almohadilla repuesto vapopads sin agua con esencia a mentol x,,,,6.0,C10,0
14826,bone broth power chocolate 280 g,423.28,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,bone broth power chocolate,,,,280.0,C10,0
14827,magnesium 250 mg good n natural  100 tabletas,215.88,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,magnesium,250.0,mg,tableta,100.0,C10,0
14828,incruse ellipta 62.5mcg 1x30,490.59,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,incruse ellipta,,,,30.0,C10,0
14829,veggie powder chocolate 360 g,423.28,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,veggie powder chocolate,,,,360.0,C10,0
14830,norvas  5 mg caja x 30,935.46,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,norvas,5.0,mg,,30.0,C10,0
14831,prowhey epoc sabor vainilla  420 grs,448.68,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,prowhey epoc sabor vainilla,,,,420.0,C10,0
14832,great day limonada rosada 180 g,300.53,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,great day limonada rosada,,,,180.0,C10,0
14833,ketosteril caja con 100 tabletas,592.6,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,ketosteril caja con,,,tableta,100.0,C10,0
14834,crema medela purelan lanolina  37 grs,292.07,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,crema medela purelan lanolina,,,crema,37.0,C10,0
14835,melatonin 3 mg good n natural  60 tabletas,219.68,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,melatonin,3.0,mg,tableta,60.0,C10,0
14836,glucerna vainilla lata  400 g,194.29,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,glucerna vainilla lata,,,,400.0,C10,0
14837,hyaneb  caja con 30 viales,2188.38,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,hyaneb  caja con,,,,30.0,C10,0
14838,inmunex plus polvo vainilla  sobre 131 grs,368.26,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,inmunex plus polvo vainilla  sobre,,,sobre,131.0,C10,0
14839,micofenolato mofetilo,1549.22,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,micofenolato mofetilo,,,,,C10,0
14840,norvas tabletas 10 mg caja x 30,1346.04,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,norvas tabletas,10.0,mg,tableta,30.0,C10,0
14841,rinvoq,11386.35,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,rinvoq,,,,,C10,0
14842,letrozol 25mg caja con 30 tabletas recubiertas,490.59,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,letrozol,25.0,mg,tableta,30.0,C10,0
14843,atopeel crema tubo 30 ml,321.7,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,atopeel crema tubo,30.0,ml,crema,,C10,0
14844,keppra 100mgml 300ml caja con 1 frasco,422.86,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,keppra,300.0,ml,,1.0,C10,0
14845,haemate p en caja con 1 vial,4694.23,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,haemate p en caja con,,,,1.0,C10,0
14846,aclasta,2844.47,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,aclasta,,,,,C10,0
14847,cerdelga capsula  84 mg caja x 60 unds,283711.1,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,cerdelga capsula,84.0,mg,capsula,60.0,C10,0
14848,ilaris,141377.02,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,ilaris,,,,,C10,0
14849,capecitabina,2065.63,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,capecitabina,,,tableta,,C10,0
14850,xigduo xr caja x 56,656.09,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,xigduo xr caja x,,,,56.0,C10,0
14851,rilutek tableta  50 mg caja x 56 unds,3030.72,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,rilutek tableta,50.0,mg,tableta,56.0,C10,0
14852,trelegy ellipta 10062.525mcg 1x30d co,1129.75,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,trelegy ellipta,,,,,C10,0
14853,certican tableta  0.75 mg60 tab,5549.26,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,certican tableta,,,tableta,60.0,C10,0
14854,tacrolimus 1 mg100 tab,1549.22,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,tacrolimus,,,tableta,100.0,C10,0
14855,anoro ellipta 62.525mcg 30d co,676.83,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,anoro ellipta,,,,,C10,0
14856,piloskin forte capsula x 60,486.78,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,piloskin forte capsula x,,,capsula,60.0,C10,0
14857,glucophage xr 1000 mg caja x 30,507.94,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,glucophage xr,1000.0,mg,,30.0,C10,0
14858,gilenya,27949.48,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,gilenya,,,,,C10,0
14859,sandimmun neoral  25 mg50 tab,440.22,20/07/2023 15:58,audifarma,fenofibrato de colina,audifarma,Colombia,sandimmun neoral,,,tableta,50.0,C10,0
14861,normolip nf capsulas de liberacion retardada 135mg caja x 30,868.76,20/07/2023 15:59,cruzverde,fenofibrato de colina,cruz verde,Colombia,normolip nf capsulas de liberacion retardada,135.0,mg,capsula,30.0,C10,0
14862,trilipix 135 mg capsula de liberacion retardada,812.39,20/07/2023 15:59,colsubsidio,fenofibrato de colina,droguerías colsubsidio,Colombia,trilipix,135.0,mg,capsula,30.0,C10,0
14863,stafen 135mg20mg capsula dura,1272.84,20/07/2023 15:59,colsubsidio,fenofibrato de colina,droguerías colsubsidio,Colombia,stafen,20.0,mg,capsula,30.0,C10,0
14864,stafen 135 mg10 mg capsula dura,1272.84,20/07/2023 15:59,colsubsidio,fenofibrato de colina,droguerías colsubsidio,Colombia,stafen,10.0,mg,capsula,30.0,C10,0
14865,stafen 135 mg5 mg capsula dura,1272.84,20/07/2023 15:59,colsubsidio,fenofibrato de colina,droguerías colsubsidio,Colombia,stafen,5.0,mg,capsula,30.0,C10,0
14866,fenotorva capsula de 10 mg,91.86,20/07/2023 15:59,pharmeasy,fenofibrato de colina,pharmeasy,India,fenotorva capsula de,10.0,mg,capsula,,C10,0
14867,fenotorva capsula de 20 mg,83.51,20/07/2023 15:59,pharmeasy,fenofibrato de colina,pharmeasy,India,fenotorva capsula de,20.0,mg,capsula,,C10,0
14868,lipicure cf 20mg tira de 10 capsulas,42.54,20/07/2023 15:59,pharmeasy,fenofibrato de colina,pharmeasy,India,lipicure cf,20.0,mg,capsula,10.0,C10,0
14869,tableta fenolip 145mg,48.36,20/07/2023 15:59,pharmeasy,fenofibrato de colina,pharmeasy,India,tableta fenolip,145.0,mg,tableta,,C10,0
14870,comprimido de finobrato 145mg,23.63,20/07/2023 15:59,pharmeasy,fenofibrato de colina,pharmeasy,India,comprimido de finobrato,145.0,mg,tableta,,C10,0
14871,liponorm f tira de 15 tabletas,19.13,20/07/2023 15:59,pharmeasy,fenofibrato de colina,pharmeasy,India,liponorm f tira de,,,tableta,15.0,C10,0
14872,comprimido de 160 mg de finobrato,25.92,20/07/2023 15:59,pharmeasy,fenofibrato de colina,pharmeasy,India,comprimido de,160.0,mg,tableta,,C10,0
14873,tableta lipikind f,18.49,20/07/2023 15:59,pharmeasy,fenofibrato de colina,pharmeasy,India,tableta lipikind f,,,tableta,,C10,0
14874,tableta tg chek 160mg,44.22,20/07/2023 15:59,pharmeasy,fenofibrato de colina,pharmeasy,India,tableta tg chek,160.0,mg,tableta,,C10,0
14875,comprimido de finobrato 200 mg 10,31.26,20/07/2023 15:59,pharmeasy,fenofibrato de colina,pharmeasy,India,comprimido de finobrato,200.0,mg,tableta,10.0,C10,0
14876,fenofibrato 200 mg genï¿½rico ems con 30 cï¿½ps,239.3,20/07/2023 16:00,araujo,fenofibrato de colina,farmacias araujo,Brasil,fenofibrato,200.0,mg,,30.0,C10,0
14877,kit 3 fenofibrato 200mg generico ems con 30 capsulas,717.91,20/07/2023 16:00,araujo,fenofibrato de colina,farmacias araujo,Brasil,kit,200.0,mg,capsula,3.0,C10,0
14878,fenofibrato 200mg neo quimica generico con 30 capsulas duras,239.3,20/07/2023 16:00,araujo,fenofibrato de colina,farmacias araujo,Brasil,fenofibrato,200.0,mg,capsula,30.0,C10,0
14879,lipidil 160mg con 90 comprimidos recubiertos,1262.01,20/07/2023 16:00,araujo,fenofibrato de colina,farmacias araujo,Brasil,lipidil,160.0,mg,tableta,90.0,C10,0
14880,lipidil 160mg con 60 pastillas,934.79,20/07/2023 16:00,araujo,fenofibrato de colina,farmacias araujo,Brasil,lipidil,160.0,mg,tableta,60.0,C10,0
14881,lipanon 250mg con 60 cï¿½psulas de liberaciï¿½n retar,678.91,20/07/2023 16:00,araujo,fenofibrato de colina,farmacias araujo,Brasil,lipanon,250.0,mg,,60.0,C10,0
14882,lipanon 250mg retard con 30 cï¿½psulas duras de liberaciï¿½n retar,369.53,20/07/2023 16:00,araujo,fenofibrato de colina,farmacias araujo,Brasil,lipanon,250.0,mg,,30.0,C10,0
14883,lipidil 160mg con 30 pastillas,519.33,20/07/2023 16:00,araujo,fenofibrato de colina,farmacias araujo,Brasil,lipidil,160.0,mg,tableta,30.0,C10,0
14884,lipidil 200mg con 30 capsulas,531.43,20/07/2023 16:00,araujo,fenofibrato de colina,farmacias araujo,Brasil,lipidil,200.0,mg,capsula,30.0,C10,0
14885,fenofibrato 200 mg genï¿½rico nueva quï¿½mica con 30 cï¿½psulas,330.81,20/07/2023 16:00,araujo,fenofibrato de colina,farmacias araujo,Brasil,fenofibrato,200.0,mg,,30.0,C10,0
15031,flecarite 100mg tableta,68.95,20/07/2023 16:10,pharmeasy,flecainida,pharmeasy,India,flecarite,100.0,mg,tableta,,C01,0
15032,flecarite 50mg tira de 10 tabletas,39.5,20/07/2023 16:10,pharmeasy,flecainida,pharmeasy,India,flecarite,50.0,mg,tableta,10.0,C01,0
15033,florida 1 crema 10g,22.83,20/07/2023 16:10,pharmeasy,flecainida,pharmeasy,India,florida,,,crema,1.0,C01,0
15034,tableta de 10 mg de flugraina,6.34,20/07/2023 16:10,pharmeasy,flecainida,pharmeasy,India,tableta de,10.0,mg,tableta,,C01,0
15035,florida 5 crema,54.92,20/07/2023 16:10,pharmeasy,flecainida,pharmeasy,India,florida,,,crema,5.0,C01,0
15036,tableta de 150 mg de flucosido,16.25,20/07/2023 16:10,pharmeasy,flecainida,pharmeasy,India,tableta de,150.0,mg,tableta,,C01,0
15037,tubo de flucinato de crema de 20 g,18.72,20/07/2023 16:10,pharmeasy,flecainida,pharmeasy,India,tubo de flucinato de crema de,,,crema,20.0,C01,0
15038,ficha de 200 mg de flucosido,6.79,20/07/2023 16:10,pharmeasy,flecainida,pharmeasy,India,ficha de,200.0,mg,,,C01,0
15039,formonida 200mcg respicaps frasco de 30 capsulas,43.26,20/07/2023 16:10,pharmeasy,flecainida,pharmeasy,India,formonida,,,capsula,30.0,C01,0
15040,tableta de 5 mg de flunarina,5.09,20/07/2023 16:10,pharmeasy,flecainida,pharmeasy,India,tableta de,5.0,mg,tableta,,C01,0
15041,flecarythm tab 100mgtab bt x 60 6 x 10,213.63,20/07/2023 16:11,minsalgr,flecainida,ministerio salud grecia,Grecia,flecarythm tab,100.0,mg,tableta,60.0,C01,0
15042,amarhyton pr.cap 100mgcap btx30 caps en blister pvcpvdcal,137.28,20/07/2023 16:11,minsalgr,flecainida,ministerio salud grecia,Grecia,amarhyton pr.cap,100.0,mg,capsula,30.0,C01,0
15043,amarhyton pr.cap 50mgcap btx30 tapones en blister pvcpvdcal,134.08,20/07/2023 16:11,minsalgr,flecainida,ministerio salud grecia,Grecia,amarhyton pr.cap,50.0,mg,capsula,30.0,C01,0
15044,sanocard pr.cap 100mgcap btx30 pvcpvdcalu blisters,137.28,20/07/2023 16:11,minsalgr,flecainida,ministerio salud grecia,Grecia,sanocard pr.cap,100.0,mg,capsula,30.0,C01,0
